bhdid	bsid
Brahy.D04G0622000	Brast05G278000
Brahy.D04G0622100	Brast05G277900
Brahy.D04G0622200	Brast05G277800
Brahy.D04G0622300	Brast05G277700
Brahy.D04G0622500	Brast05G277500
Brahy.D04G0622600	Brast05G277400
Brahy.D04G0622700	Brast05G277300
Brahy.D04G0622800	Brast05G277200
Brahy.D04G0623000	Brast05G277000
Brahy.D04G0623100	Brast05G276900
Brahy.D04G0623200	Brast05G276800
Brahy.D04G0623300	Brast05G276700
Brahy.D04G0623400	Brast05G276600
Brahy.D04G0623500	Brast05G276500
Brahy.D04G0623600	Brast05G276400
Brahy.D04G0623700	Brast05G276300
Brahy.D04G0623800	Brast05G276200
Brahy.D04G0303500	Brast05G057700
Brahy.D04G0305900	Brast05G057500
Brahy.D04G0308000	Brast05G056400
Brahy.D04G0308900	Brast05G056200
Brahy.D04G0309200	Brast05G056000
Brahy.D04G0309400	Brast05G055900
Brahy.D04G0309600	Brast05G055100
Brahy.D04G0309700	Brast05G055000
Brahy.D04G0310200	Brast05G054900
Brahy.D04G0311200	Brast05G054400
Brahy.D04G0311300	Brast05G054300
Brahy.D04G0311900	Brast05G053800
Brahy.D04G0312300	Brast05G053700
Brahy.D04G0312400	Brast05G053600
Brahy.D04G0312900	Brast05G053300
Brahy.D04G0313600	Brast05G053200
Brahy.D04G0459800	Brast05G142900
Brahy.D04G0459900	Brast05G142800
Brahy.D04G0460000	Brast05G142700
Brahy.D04G0460100	Brast05G142600
Brahy.D04G0460200	Brast05G142500
Brahy.D04G0460300	Brast05G142400
Brahy.D04G0460600	Brast05G142200
Brahy.D04G0460900	Brast05G142000
Brahy.D04G0461000	Brast05G141900
Brahy.D04G0461100	Brast05G141700
Brahy.D04G0461200	Brast05G141600
Brahy.D04G0461400	Brast05G141500
Brahy.D04G0461500	Brast05G141400
Brahy.D04G0461600	Brast05G141300
Brahy.D04G0461700	Brast05G141200
Brahy.D04G0608700	Brast05G268700
Brahy.D04G0608800	Brast05G268600
Brahy.D04G0608900	Brast05G268500
Brahy.D04G0609000	Brast05G268400
Brahy.D04G0609100	Brast05G268300
Brahy.D04G0609200	Brast05G268200
Brahy.D04G0609300	Brast05G268100
Brahy.D04G0609400	Brast05G268000
Brahy.D04G0610200	Brast05G267700
Brahy.D04G0610300	Brast05G267600
Brahy.D04G0610900	Brast05G267200
Brahy.D04G0397700	Brast05G093500
Brahy.D04G0398000	Brast05G093300
Brahy.D04G0398100	Brast05G093200
Brahy.D04G0398200	Brast05G093100
Brahy.D04G0398300	Brast05G093000
Brahy.D04G0398400	Brast05G092900
Brahy.D04G0398500	Brast05G092800
Brahy.D04G0398900	Brast05G092700
Brahy.D04G0399200	Brast05G092600
Brahy.D04G0400000	Brast05G092200
Brahy.D04G0400100	Brast05G091900
Brahy.D04G0400400	Brast05G091700
Brahy.D04G0400600	Brast05G091600
Brahy.D04G0400800	Brast05G091300
Brahy.D04G0624500	Brast05G281900
Brahy.D04G0624600	Brast05G281800
Brahy.D04G0625100	Brast05G281700
Brahy.D04G0625400	Brast05G281200
Brahy.D04G0625500	Brast05G281100
Brahy.D04G0625600	Brast05G281000
Brahy.D04G0625700	Brast05G280900
Brahy.D04G0244400	Brast07G062400
Brahy.D04G0244500	Brast07G062500
Brahy.D04G0059600	Brast10G048400
Brahy.D04G0060600	Brast10G049400
Brahy.D04G0060700	Brast10G049500
Brahy.D04G0060900	Brast10G049600
Brahy.D04G0061000	Brast10G049700
Brahy.D04G0061200	Brast10G049800
Brahy.D04G0061300	Brast10G049900
Brahy.D04G0061500	Brast10G050000
Brahy.D04G0061600	Brast10G050100
Brahy.D04G0061700	Brast10G050200
Brahy.D04G0062100	Brast10G050300
Brahy.D04G0062200	Brast10G050400
Brahy.D04G0062400	Brast10G050700
Brahy.D04G0062500	Brast10G050800
Brahy.D04G0062600	Brast10G050900
Brahy.D04G0062700	Brast10G051000
Brahy.D04G0062800	Brast10G051100
Brahy.D04G0063000	Brast10G051200
Brahy.D04G0063100	Brast10G051300
Brahy.D04G0063400	Brast10G051500
Brahy.D04G0063500	Brast10G051600
Brahy.D04G0063600	Brast10G051800
Brahy.D04G0063700	Brast10G051900
Brahy.D04G0064200	Brast10G052700
Brahy.D04G0064300	Brast10G052800
Brahy.D04G0064700	Brast10G052900
Brahy.D04G0064800	Brast10G053000
Brahy.D04G0065000	Brast10G053200
Brahy.D04G0065100	Brast10G053300
Brahy.D04G0065800	Brast10G053500
Brahy.D04G0066000	Brast10G053700
Brahy.D04G0066100	Brast10G053800
Brahy.D04G0066300	Brast10G053900
Brahy.D04G0066600	Brast10G054100
Brahy.D04G0066900	Brast10G054300
Brahy.D04G0067000	Brast10G054400
Brahy.D04G0067100	Brast10G054500
Brahy.D04G0067200	Brast10G054600
Brahy.D04G0067300	Brast10G054700
Brahy.D04G0068100	Brast10G054800
Brahy.D04G0068200	Brast10G054900
Brahy.D04G0068400	Brast10G055300
Brahy.D04G0068500	Brast10G055400
Brahy.D04G0068800	Brast10G055600
Brahy.D04G0068900	Brast10G055700
Brahy.D04G0069000	Brast10G055800
Brahy.D04G0069100	Brast10G055900
Brahy.D04G0069200	Brast10G056000
Brahy.D04G0069300	Brast10G056100
Brahy.D04G0069700	Brast10G056400
Brahy.D04G0069900	Brast10G056500
Brahy.D04G0070000	Brast10G056600
Brahy.D04G0070500	Brast10G056800
Brahy.D04G0070600	Brast10G056900
Brahy.D04G0070700	Brast10G057000
Brahy.D04G0070800	Brast10G057100
Brahy.D04G0071000	Brast10G057200
Brahy.D04G0071100	Brast10G057300
Brahy.D04G0071200	Brast10G057400
Brahy.D04G0071300	Brast10G057600
Brahy.D04G0071500	Brast10G057800
Brahy.D04G0071900	Brast10G057900
Brahy.D04G0072100	Brast10G058100
Brahy.D04G0072300	Brast10G058200
Brahy.D04G0072400	Brast10G058300
Brahy.D04G0072700	Brast10G058600
Brahy.D04G0072800	Brast10G058700
Brahy.D04G0072900	Brast10G058900
Brahy.D04G0073000	Brast10G059000
Brahy.D04G0073200	Brast10G059100
Brahy.D04G0073300	Brast10G059200
Brahy.D04G0073400	Brast10G059300
Brahy.D04G0073500	Brast10G059400
Brahy.D04G0074600	Brast10G059600
Brahy.D04G0074800	Brast10G059700
Brahy.D04G0075000	Brast10G059900
Brahy.D04G0075300	Brast10G060100
Brahy.D04G0075600	Brast10G060200
Brahy.D04G0076000	Brast10G060300
Brahy.D04G0076100	Brast10G060700
Brahy.D04G0076200	Brast10G060800
Brahy.D04G0076300	Brast10G060900
Brahy.D04G0076500	Brast10G061000
Brahy.D04G0076700	Brast10G061100
Brahy.D04G0076800	Brast10G061200
Brahy.D04G0076900	Brast10G061300
Brahy.D04G0077100	Brast10G061400
Brahy.D04G0077200	Brast10G061500
Brahy.D04G0077300	Brast10G061600
Brahy.D04G0077400	Brast10G061700
Brahy.D04G0077500	Brast10G061800
Brahy.D04G0077600	Brast10G061900
Brahy.D04G0077700	Brast10G062000
Brahy.D04G0077800	Brast10G062100
Brahy.D04G0077900	Brast10G062200
Brahy.D04G0078000	Brast10G062300
Brahy.D04G0078200	Brast10G062500
Brahy.D04G0078300	Brast10G062600
Brahy.D04G0078400	Brast10G062700
Brahy.D04G0078700	Brast10G062800
Brahy.D04G0079000	Brast10G063100
Brahy.D04G0079100	Brast10G063200
Brahy.D04G0079200	Brast10G063300
Brahy.D04G0079300	Brast10G063400
Brahy.D04G0079400	Brast10G063500
Brahy.D04G0079700	Brast10G063600
Brahy.D04G0079800	Brast10G063800
Brahy.D04G0079900	Brast10G064000
Brahy.D04G0080000	Brast10G064200
Brahy.D04G0080300	Brast10G064700
Brahy.D04G0080400	Brast10G064800
Brahy.D04G0080500	Brast10G064900
Brahy.D04G0081000	Brast10G065000
Brahy.D04G0081400	Brast10G065300
Brahy.D04G0081500	Brast10G065400
Brahy.D04G0081700	Brast10G065500
Brahy.D04G0081800	Brast10G065600
Brahy.D04G0081900	Brast10G065700
Brahy.D04G0082200	Brast10G065900
Brahy.D04G0082300	Brast10G066000
Brahy.D04G0082400	Brast10G066100
Brahy.D04G0082500	Brast10G066200
Brahy.D04G0083000	Brast10G066400
Brahy.D04G0083200	Brast10G066600
Brahy.D04G0083300	Brast10G066800
Brahy.D04G0083400	Brast10G066900
Brahy.D04G0083500	Brast10G067000
Brahy.D04G0084400	Brast10G067300
Brahy.D04G0084500	Brast10G067400
Brahy.D04G0084600	Brast10G067500
Brahy.D04G0084700	Brast10G067600
Brahy.D04G0084800	Brast10G067700
Brahy.D04G0085000	Brast10G067800
Brahy.D04G0085100	Brast10G067900
Brahy.D04G0085200	Brast10G068000
Brahy.D04G0085300	Brast10G068500
Brahy.D04G0085400	Brast10G069200
Brahy.D04G0085500	Brast10G069300
Brahy.D04G0085700	Brast10G069400
Brahy.D04G0085800	Brast10G069500
Brahy.D04G0085900	Brast10G069600
Brahy.D04G0086000	Brast10G069700
Brahy.D04G0086600	Brast10G070000
Brahy.D04G0086700	Brast10G070100
Brahy.D04G0086800	Brast10G070200
Brahy.D04G0086900	Brast10G070400
Brahy.D04G0087000	Brast10G070500
Brahy.D04G0087200	Brast10G070700
Brahy.D04G0087300	Brast10G070800
Brahy.D04G0087400	Brast10G070900
Brahy.D04G0087600	Brast10G071000
Brahy.D04G0088100	Brast10G071200
Brahy.D04G0088300	Brast10G071300
Brahy.D04G0088500	Brast10G071600
Brahy.D04G0088600	Brast10G071700
Brahy.D04G0088700	Brast10G071800
Brahy.D04G0088800	Brast10G071900
Brahy.D04G0088900	Brast10G072000
Brahy.D04G0089000	Brast10G072100
Brahy.D04G0089200	Brast10G072300
Brahy.D04G0089300	Brast10G072400
Brahy.D04G0089400	Brast10G072600
Brahy.D04G0089500	Brast10G072700
Brahy.D04G0089700	Brast10G072800
Brahy.D04G0089900	Brast10G072900
Brahy.D04G0090200	Brast10G073300
Brahy.D04G0090900	Brast10G073600
Brahy.D04G0091000	Brast10G073700
Brahy.D04G0091100	Brast10G073800
Brahy.D04G0091200	Brast10G074000
Brahy.D04G0091300	Brast10G074100
Brahy.D04G0091400	Brast10G074200
Brahy.D04G0091500	Brast10G074300
Brahy.D04G0091700	Brast10G074400
Brahy.D04G0091800	Brast10G074500
Brahy.D04G0091900	Brast10G074700
Brahy.D04G0092000	Brast10G074800
Brahy.D04G0092100	Brast10G074900
Brahy.D04G0092500	Brast10G075200
Brahy.D04G0092600	Brast10G075300
Brahy.D04G0092700	Brast10G075400
Brahy.D04G0093400	Brast10G076000
Brahy.D04G0093500	Brast10G076100
Brahy.D04G0093600	Brast10G076400
Brahy.D04G0093700	Brast10G076500
Brahy.D04G0094000	Brast10G076600
Brahy.D04G0094100	Brast10G076700
Brahy.D04G0094200	Brast10G076800
Brahy.D04G0094300	Brast10G076900
Brahy.D04G0094400	Brast10G077000
Brahy.D04G0094500	Brast10G077100
Brahy.D04G0094600	Brast10G077200
Brahy.D04G0095000	Brast10G077300
Brahy.D04G0095100	Brast10G077400
Brahy.D04G0095400	Brast10G077600
Brahy.D04G0095700	Brast10G077700
Brahy.D04G0095800	Brast10G077900
Brahy.D04G0095900	Brast10G078000
Brahy.D04G0096100	Brast10G078100
Brahy.D04G0096200	Brast10G078200
Brahy.D04G0096300	Brast10G078300
Brahy.D04G0096500	Brast10G078400
Brahy.D04G0097000	Brast10G078500
Brahy.D04G0097100	Brast10G078600
Brahy.D04G0097200	Brast10G078800
Brahy.D04G0097500	Brast10G078900
Brahy.D04G0097700	Brast10G079100
Brahy.D04G0098000	Brast10G079900
Brahy.D04G0098100	Brast10G080000
Brahy.D04G0098200	Brast10G080100
Brahy.D04G0098500	Brast10G080400
Brahy.D04G0098700	Brast10G080500
Brahy.D04G0098800	Brast10G080600
Brahy.D04G0098900	Brast10G080700
Brahy.D04G0099000	Brast10G080800
Brahy.D04G0099100	Brast10G080900
Brahy.D04G0099500	Brast10G081200
Brahy.D04G0099600	Brast10G081300
Brahy.D04G0099700	Brast10G081400
Brahy.D04G0100000	Brast10G081500
Brahy.D04G0100400	Brast10G082000
Brahy.D04G0100500	Brast10G082200
Brahy.D04G0100600	Brast10G082300
Brahy.D04G0100700	Brast10G082400
Brahy.D04G0100900	Brast10G082600
Brahy.D04G0101000	Brast10G082800
Brahy.D04G0101100	Brast10G082900
Brahy.D04G0101400	Brast10G083000
Brahy.D04G0101500	Brast10G083200
Brahy.D04G0101600	Brast10G083300
Brahy.D04G0101700	Brast10G083500
Brahy.D04G0101800	Brast10G083600
Brahy.D04G0101900	Brast10G083700
Brahy.D04G0102000	Brast10G083800
Brahy.D04G0102100	Brast10G083900
Brahy.D04G0102200	Brast10G084000
Brahy.D04G0102300	Brast10G084100
Brahy.D04G0102500	Brast10G084200
Brahy.D04G0102600	Brast10G084300
Brahy.D04G0102700	Brast10G084400
Brahy.D04G0103300	Brast10G084500
Brahy.D04G0103400	Brast10G084600
Brahy.D04G0103500	Brast10G084800
Brahy.D04G0103700	Brast10G084900
Brahy.D04G0103800	Brast10G085100
Brahy.D04G0103900	Brast10G085200
Brahy.D04G0104000	Brast10G085300
Brahy.D04G0104100	Brast10G085400
Brahy.D04G0104200	Brast10G085600
Brahy.D04G0104300	Brast10G085700
Brahy.D04G0104500	Brast10G085800
Brahy.D04G0104800	Brast10G085900
Brahy.D04G0105200	Brast10G086100
Brahy.D04G0105400	Brast10G086200
Brahy.D04G0106200	Brast10G086400
Brahy.D04G0106300	Brast10G086500
Brahy.D04G0106400	Brast10G086600
Brahy.D04G0106500	Brast10G086700
Brahy.D04G0106600	Brast10G086800
Brahy.D04G0106800	Brast10G087200
Brahy.D04G0107100	Brast10G087500
Brahy.D04G0107200	Brast10G087600
Brahy.D04G0108100	Brast10G088400
Brahy.D04G0109200	Brast10G089500
Brahy.D04G0109300	Brast10G089600
Brahy.D04G0109600	Brast10G090200
Brahy.D04G0109700	Brast10G090500
Brahy.D04G0109800	Brast10G090600
Brahy.D04G0109900	Brast10G090700
Brahy.D04G0110000	Brast10G090800
Brahy.D04G0110200	Brast10G091300
Brahy.D04G0110400	Brast10G091400
Brahy.D04G0110600	Brast10G091600
Brahy.D04G0110700	Brast10G091800
Brahy.D04G0110800	Brast10G091900
Brahy.D04G0111300	Brast10G092000
Brahy.D04G0111500	Brast10G092200
Brahy.D04G0112100	Brast10G092300
Brahy.D04G0112200	Brast10G092500
Brahy.D04G0112300	Brast10G092600
Brahy.D04G0112600	Brast10G092700
Brahy.D04G0112700	Brast10G092800
Brahy.D04G0113000	Brast10G092900
Brahy.D04G0113100	Brast10G093000
Brahy.D04G0113200	Brast10G093100
Brahy.D04G0113300	Brast10G093200
Brahy.D04G0113400	Brast10G093300
Brahy.D04G0113500	Brast10G093400
Brahy.D04G0113600	Brast10G093500
Brahy.D04G0113700	Brast10G093600
Brahy.D04G0113800	Brast10G093800
Brahy.D04G0114000	Brast10G093900
Brahy.D04G0114300	Brast10G094000
Brahy.D04G0114400	Brast10G094100
Brahy.D04G0114500	Brast10G094200
Brahy.D04G0114600	Brast10G094300
Brahy.D04G0114700	Brast10G094500
Brahy.D04G0114800	Brast10G094600
Brahy.D04G0114900	Brast10G094700
Brahy.D04G0115000	Brast10G094800
Brahy.D04G0115100	Brast10G094900
Brahy.D04G0115200	Brast10G095000
Brahy.D04G0115300	Brast10G095100
Brahy.D04G0115400	Brast10G095200
Brahy.D04G0000500	Brast10G000300
Brahy.D04G0000800	Brast10G000700
Brahy.D04G0001000	Brast10G000800
Brahy.D04G0001100	Brast10G000900
Brahy.D04G0001200	Brast10G001000
Brahy.D04G0001300	Brast10G001100
Brahy.D04G0001400	Brast10G001200
Brahy.D04G0001500	Brast10G001300
Brahy.D04G0001600	Brast10G001400
Brahy.D04G0001700	Brast10G001500
Brahy.D04G0001800	Brast10G001600
Brahy.D04G0001900	Brast10G001700
Brahy.D04G0002200	Brast10G001900
Brahy.D04G0002300	Brast10G002000
Brahy.D04G0002400	Brast10G002100
Brahy.D04G0002500	Brast10G002200
Brahy.D04G0002600	Brast10G002300
Brahy.D04G0002700	Brast10G002400
Brahy.D04G0002900	Brast10G002700
Brahy.D04G0003000	Brast10G002800
Brahy.D04G0003100	Brast10G002900
Brahy.D04G0003200	Brast10G003000
Brahy.D04G0003300	Brast10G003100
Brahy.D04G0003500	Brast10G003300
Brahy.D04G0003800	Brast10G003500
Brahy.D04G0003900	Brast10G003600
Brahy.D04G0004100	Brast10G003700
Brahy.D04G0004200	Brast10G003800
Brahy.D04G0004400	Brast10G003900
Brahy.D04G0004600	Brast10G004200
Brahy.D04G0004700	Brast10G004300
Brahy.D04G0004800	Brast10G004400
Brahy.D04G0004900	Brast10G004500
Brahy.D04G0005000	Brast10G004600
Brahy.D04G0005200	Brast10G004700
Brahy.D04G0005300	Brast10G004800
Brahy.D04G0005400	Brast10G004900
Brahy.D04G0005500	Brast10G005000
Brahy.D04G0006000	Brast10G005100
Brahy.D04G0006200	Brast10G005200
Brahy.D04G0006300	Brast10G005300
Brahy.D04G0006400	Brast10G005400
Brahy.D04G0006800	Brast10G005600
Brahy.D04G0006900	Brast10G005700
Brahy.D04G0007000	Brast10G005800
Brahy.D04G0007100	Brast10G005900
Brahy.D04G0007200	Brast10G006000
Brahy.D04G0007300	Brast10G006100
Brahy.D04G0007500	Brast10G006200
Brahy.D04G0007600	Brast10G006300
Brahy.D04G0007700	Brast10G006400
Brahy.D04G0007800	Brast10G006500
Brahy.D04G0008000	Brast10G006700
Brahy.D04G0008100	Brast10G006800
Brahy.D04G0008200	Brast10G006900
Brahy.D04G0008300	Brast10G007000
Brahy.D04G0008400	Brast10G007100
Brahy.D04G0008500	Brast10G007200
Brahy.D04G0008600	Brast10G007300
Brahy.D04G0008700	Brast10G007400
Brahy.D04G0008900	Brast10G007500
Brahy.D04G0009200	Brast10G007600
Brahy.D04G0009600	Brast10G007800
Brahy.D04G0009700	Brast10G007900
Brahy.D04G0010000	Brast10G008100
Brahy.D04G0010100	Brast10G008200
Brahy.D04G0010200	Brast10G008300
Brahy.D04G0010300	Brast10G008500
Brahy.D04G0010400	Brast10G008600
Brahy.D04G0010500	Brast10G008700
Brahy.D04G0010900	Brast10G008800
Brahy.D04G0011100	Brast10G008900
Brahy.D04G0011200	Brast10G009000
Brahy.D04G0011300	Brast10G009200
Brahy.D04G0012300	Brast10G009400
Brahy.D04G0012500	Brast10G009500
Brahy.D04G0012600	Brast10G009600
Brahy.D04G0012700	Brast10G009700
Brahy.D04G0012800	Brast10G009800
Brahy.D04G0012900	Brast10G009900
Brahy.D04G0013100	Brast10G010000
Brahy.D04G0013200	Brast10G010100
Brahy.D04G0013300	Brast10G010200
Brahy.D04G0013400	Brast10G010300
Brahy.D04G0013500	Brast10G010400
Brahy.D04G0013900	Brast10G010500
Brahy.D04G0014000	Brast10G010600
Brahy.D04G0014100	Brast10G010700
Brahy.D04G0014200	Brast10G010800
Brahy.D04G0014400	Brast10G010900
Brahy.D04G0014800	Brast10G011200
Brahy.D04G0014900	Brast10G011300
Brahy.D04G0015000	Brast10G011400
Brahy.D04G0015100	Brast10G011500
Brahy.D04G0015300	Brast10G011600
Brahy.D04G0015400	Brast10G011700
Brahy.D04G0015500	Brast10G011800
Brahy.D04G0015600	Brast10G011900
Brahy.D04G0015700	Brast10G012000
Brahy.D04G0016000	Brast10G012100
Brahy.D04G0016100	Brast10G012300
Brahy.D04G0016300	Brast10G012400
Brahy.D04G0016400	Brast10G012500
Brahy.D04G0016500	Brast10G012600
Brahy.D04G0016600	Brast10G012700
Brahy.D04G0016700	Brast10G012800
Brahy.D04G0016800	Brast10G012900
Brahy.D04G0016900	Brast10G013000
Brahy.D04G0017000	Brast10G013200
Brahy.D04G0017100	Brast10G013300
Brahy.D04G0017200	Brast10G013400
Brahy.D04G0017300	Brast10G013600
Brahy.D04G0017400	Brast10G013700
Brahy.D04G0017500	Brast10G013800
Brahy.D04G0018000	Brast10G013900
Brahy.D04G0018100	Brast10G014000
Brahy.D04G0018500	Brast10G014500
Brahy.D04G0018600	Brast10G014600
Brahy.D04G0018700	Brast10G014700
Brahy.D04G0018800	Brast10G014800
Brahy.D04G0018900	Brast10G014900
Brahy.D04G0019100	Brast10G015000
Brahy.D04G0019200	Brast10G015300
Brahy.D04G0019600	Brast10G015200
Brahy.D04G0019900	Brast10G015500
Brahy.D04G0020000	Brast10G015600
Brahy.D04G0020300	Brast10G015700
Brahy.D04G0020400	Brast10G015800
Brahy.D04G0020500	Brast10G016100
Brahy.D04G0020600	Brast10G016200
Brahy.D04G0020700	Brast10G016300
Brahy.D04G0020800	Brast10G016400
Brahy.D04G0020900	Brast10G016500
Brahy.D04G0021100	Brast10G016600
Brahy.D04G0021200	Brast10G016700
Brahy.D04G0021300	Brast10G016800
Brahy.D04G0021400	Brast10G016900
Brahy.D04G0021500	Brast10G017000
Brahy.D04G0021800	Brast10G017200
Brahy.D04G0021900	Brast10G017300
Brahy.D04G0022100	Brast10G017500
Brahy.D04G0022300	Brast10G017700
Brahy.D04G0022400	Brast10G017900
Brahy.D04G0022500	Brast10G018000
Brahy.D04G0022700	Brast10G018100
Brahy.D04G0022800	Brast10G018200
Brahy.D04G0023000	Brast10G018300
Brahy.D04G0023100	Brast10G018400
Brahy.D04G0023300	Brast10G018500
Brahy.D04G0023500	Brast10G018700
Brahy.D04G0023700	Brast10G018800
Brahy.D04G0023800	Brast10G018900
Brahy.D04G0023900	Brast10G019000
Brahy.D04G0024000	Brast10G019100
Brahy.D04G0024100	Brast10G019200
Brahy.D04G0024400	Brast10G019400
Brahy.D04G0024500	Brast10G019500
Brahy.D04G0024600	Brast10G019600
Brahy.D04G0024700	Brast10G019700
Brahy.D04G0024900	Brast10G019800
Brahy.D04G0025000	Brast10G019900
Brahy.D04G0025100	Brast10G020000
Brahy.D04G0025200	Brast10G020100
Brahy.D04G0025400	Brast10G020200
Brahy.D04G0025500	Brast10G020300
Brahy.D04G0025700	Brast10G020600
Brahy.D04G0025800	Brast10G020700
Brahy.D04G0025900	Brast10G020800
Brahy.D04G0026100	Brast10G021000
Brahy.D04G0026400	Brast10G021100
Brahy.D04G0026900	Brast10G021400
Brahy.D04G0027300	Brast10G021500
Brahy.D04G0027400	Brast10G021600
Brahy.D04G0027500	Brast10G021700
Brahy.D04G0027700	Brast10G021800
Brahy.D04G0027800	Brast10G022000
Brahy.D04G0028300	Brast10G022100
Brahy.D04G0028400	Brast10G022300
Brahy.D04G0028600	Brast10G022400
Brahy.D04G0028700	Brast10G022500
Brahy.D04G0028800	Brast10G022600
Brahy.D04G0028900	Brast10G022700
Brahy.D04G0029000	Brast10G022800
Brahy.D04G0029100	Brast10G022900
Brahy.D04G0029300	Brast10G023000
Brahy.D04G0029400	Brast10G023100
Brahy.D04G0029500	Brast10G023200
Brahy.D04G0029600	Brast10G023300
Brahy.D04G0029700	Brast10G023400
Brahy.D04G0029800	Brast10G023500
Brahy.D04G0030100	Brast10G023700
Brahy.D04G0030200	Brast10G023900
Brahy.D04G0030500	Brast10G024200
Brahy.D04G0030800	Brast10G024300
Brahy.D04G0031200	Brast10G024700
Brahy.D04G0031300	Brast10G024800
Brahy.D04G0031500	Brast10G024900
Brahy.D04G0031700	Brast10G025000
Brahy.D04G0031800	Brast10G025100
Brahy.D04G0031900	Brast10G025200
Brahy.D04G0032000	Brast10G025300
Brahy.D04G0032100	Brast10G025400
Brahy.D04G0032300	Brast10G025500
Brahy.D04G0032400	Brast10G025600
Brahy.D04G0032500	Brast10G025700
Brahy.D04G0032600	Brast10G025800
Brahy.D04G0032800	Brast10G025900
Brahy.D04G0033000	Brast10G026000
Brahy.D04G0033300	Brast10G026200
Brahy.D04G0033900	Brast10G026400
Brahy.D04G0034000	Brast10G026600
Brahy.D04G0034100	Brast10G026700
Brahy.D04G0034400	Brast10G026800
Brahy.D04G0034500	Brast10G026900
Brahy.D04G0034600	Brast10G027000
Brahy.D04G0034700	Brast10G027100
Brahy.D04G0034800	Brast10G027200
Brahy.D04G0036000	Brast10G027400
Brahy.D04G0036300	Brast10G027500
Brahy.D04G0036400	Brast10G027600
Brahy.D04G0036600	Brast10G027700
Brahy.D04G0036800	Brast10G027800
Brahy.D04G0036900	Brast10G027900
Brahy.D04G0037000	Brast10G028200
Brahy.D04G0037100	Brast10G028400
Brahy.D04G0037500	Brast10G028600
Brahy.D04G0037600	Brast10G028700
Brahy.D04G0037700	Brast10G028800
Brahy.D04G0037800	Brast10G028900
Brahy.D04G0038000	Brast10G029200
Brahy.D04G0038100	Brast10G029300
Brahy.D04G0038500	Brast10G029400
Brahy.D04G0039000	Brast10G029800
Brahy.D04G0039100	Brast10G029900
Brahy.D04G0039200	Brast10G030000
Brahy.D04G0039300	Brast10G030100
Brahy.D04G0040000	Brast10G030300
Brahy.D04G0040100	Brast10G030400
Brahy.D04G0040500	Brast10G030500
Brahy.D04G0041000	Brast10G030600
Brahy.D04G0041100	Brast10G030700
Brahy.D04G0041200	Brast10G030800
Brahy.D04G0041600	Brast10G030900
Brahy.D04G0041800	Brast10G031200
Brahy.D04G0042100	Brast10G031400
Brahy.D04G0042200	Brast10G031500
Brahy.D04G0042300	Brast10G031600
Brahy.D04G0042600	Brast10G031700
Brahy.D04G0042700	Brast10G031800
Brahy.D04G0042900	Brast10G032300
Brahy.D04G0043100	Brast10G032800
Brahy.D04G0043200	Brast10G032900
Brahy.D04G0043300	Brast10G033000
Brahy.D04G0043400	Brast10G033100
Brahy.D04G0043500	Brast10G033200
Brahy.D04G0043600	Brast10G033600
Brahy.D04G0044300	Brast10G033700
Brahy.D04G0044500	Brast10G033900
Brahy.D04G0044600	Brast10G034000
Brahy.D04G0045600	Brast10G034200
Brahy.D04G0045700	Brast10G034300
Brahy.D04G0045800	Brast10G034400
Brahy.D04G0045900	Brast10G034500
Brahy.D04G0046100	Brast10G034600
Brahy.D04G0046200	Brast10G034800
Brahy.D04G0046300	Brast10G034900
Brahy.D04G0046500	Brast10G035000
Brahy.D04G0046700	Brast10G035100
Brahy.D04G0047000	Brast10G035200
Brahy.D04G0047100	Brast10G035300
Brahy.D04G0047200	Brast10G035400
Brahy.D04G0047300	Brast10G035600
Brahy.D04G0047600	Brast10G035700
Brahy.D04G0047700	Brast10G035800
Brahy.D04G0047800	Brast10G035900
Brahy.D04G0047900	Brast10G036000
Brahy.D04G0048200	Brast10G036100
Brahy.D04G0048500	Brast10G036200
Brahy.D04G0048800	Brast10G036300
Brahy.D04G0048900	Brast10G036400
Brahy.D04G0049100	Brast10G036700
Brahy.D04G0049200	Brast10G036800
Brahy.D04G0049400	Brast10G036900
Brahy.D04G0049700	Brast10G037500
Brahy.D04G0049800	Brast10G037600
Brahy.D04G0050000	Brast10G037700
Brahy.D04G0050100	Brast10G037800
Brahy.D04G0050300	Brast10G038200
Brahy.D04G0050400	Brast10G038300
Brahy.D04G0050500	Brast10G038400
Brahy.D04G0050600	Brast10G038500
Brahy.D04G0050700	Brast10G038600
Brahy.D04G0050900	Brast10G038700
Brahy.D04G0051100	Brast10G038800
Brahy.D04G0051200	Brast10G039000
Brahy.D04G0051400	Brast10G039200
Brahy.D04G0051600	Brast10G039400
Brahy.D04G0051700	Brast10G039500
Brahy.D04G0054500	Brast10G040000
Brahy.D04G0054600	Brast10G040100
Brahy.D04G0054700	Brast10G040200
Brahy.D04G0055000	Brast10G040500
Brahy.D04G0055100	Brast10G040600
Brahy.D04G0055300	Brast10G040800
Brahy.D04G0055500	Brast10G040900
Brahy.D04G0055600	Brast10G041000
Brahy.D04G0055700	Brast10G041100
Brahy.D04G0056000	Brast10G041400
Brahy.D04G0056100	Brast10G041500
Brahy.D04G0056400	Brast10G041700
Brahy.D04G0056500	Brast10G042000
Brahy.D04G0056600	Brast10G042100
Brahy.D04G0056800	Brast10G042200
