bhdid	bsid
Brahy.D02G0600900	Brast01G202300
Brahy.D02G0601000	Brast01G202200
Brahy.D02G0601100	Brast01G202100
Brahy.D02G0601200	Brast01G202000
Brahy.D02G0601300	Brast01G201900
Brahy.D02G0601400	Brast01G201800
Brahy.D02G0601800	Brast01G201600
Brahy.D02G0602000	Brast01G201500
Brahy.D02G0602100	Brast01G201400
Brahy.D02G0602200	Brast01G201300
Brahy.D02G0602400	Brast01G201200
Brahy.D02G0602500	Brast01G201100
Brahy.D02G0602700	Brast01G201000
Brahy.D02G0602900	Brast01G200600
Brahy.D02G0603000	Brast01G200500
Brahy.D02G0603100	Brast01G200400
Brahy.D02G0603200	Brast01G200300
Brahy.D02G0603500	Brast01G200200
Brahy.D02G0603600	Brast01G200000
Brahy.D02G0603700	Brast01G199900
Brahy.D02G0603900	Brast01G199800
Brahy.D02G0604000	Brast01G199700
Brahy.D02G0604100	Brast01G199600
Brahy.D02G0604300	Brast01G199300
Brahy.D02G0604500	Brast01G199100
Brahy.D02G0604700	Brast01G198900
Brahy.D02G0604800	Brast01G198800
Brahy.D02G0604900	Brast01G198700
Brahy.D02G0605000	Brast01G198600
Brahy.D02G0605100	Brast01G198500
Brahy.D02G0605400	Brast01G198400
Brahy.D02G0605500	Brast01G198300
Brahy.D02G0605600	Brast01G198200
Brahy.D02G0605800	Brast01G198000
Brahy.D02G0605900	Brast01G197900
Brahy.D02G0606000	Brast01G197800
Brahy.D02G0606400	Brast01G197700
Brahy.D02G0606500	Brast01G197600
Brahy.D02G0606600	Brast01G197500
Brahy.D02G0607000	Brast01G197400
Brahy.D02G0607200	Brast01G197000
Brahy.D02G0607300	Brast01G196800
Brahy.D02G0607500	Brast01G196600
Brahy.D02G0607700	Brast01G196500
Brahy.D02G0607800	Brast01G196400
Brahy.D02G0607900	Brast01G196300
Brahy.D02G0608200	Brast01G196200
Brahy.D02G0608300	Brast01G196100
Brahy.D02G0608600	Brast01G196000
Brahy.D02G0608700	Brast01G195900
Brahy.D02G0608800	Brast01G195800
Brahy.D02G0609100	Brast01G195700
Brahy.D02G0609300	Brast01G195600
Brahy.D02G0609400	Brast01G195500
Brahy.D02G0609500	Brast01G195400
Brahy.D02G0609600	Brast01G195200
Brahy.D02G0609700	Brast01G195100
Brahy.D02G0609800	Brast01G195000
Brahy.D02G0610000	Brast01G194900
Brahy.D02G0610100	Brast01G194800
Brahy.D02G0610200	Brast01G194700
Brahy.D02G0610500	Brast01G194600
Brahy.D02G0610900	Brast01G194500
Brahy.D02G0611400	Brast01G194200
Brahy.D02G0611600	Brast01G194100
Brahy.D02G0611700	Brast01G194000
Brahy.D02G0611800	Brast01G193900
Brahy.D02G0611900	Brast01G193800
Brahy.D02G0612000	Brast01G193700
Brahy.D02G0612100	Brast01G193600
Brahy.D02G0612200	Brast01G193500
Brahy.D02G0612300	Brast01G193300
Brahy.D02G0612500	Brast01G193200
Brahy.D02G0612600	Brast01G193100
Brahy.D02G0612700	Brast01G193000
Brahy.D02G0612900	Brast01G192900
Brahy.D02G0613000	Brast01G192800
Brahy.D02G0613100	Brast01G192700
Brahy.D02G0613200	Brast01G192600
Brahy.D02G0613300	Brast01G192500
Brahy.D02G0613500	Brast01G192400
Brahy.D02G0613600	Brast01G192300
Brahy.D02G0613700	Brast01G192100
Brahy.D02G0613800	Brast01G192000
Brahy.D02G0614100	Brast01G191900
Brahy.D02G0614200	Brast01G191800
Brahy.D02G0614300	Brast01G191700
Brahy.D02G0614600	Brast01G191600
Brahy.D02G0614800	Brast01G191500
Brahy.D02G0615000	Brast01G191300
Brahy.D02G0615100	Brast01G191200
Brahy.D02G0615300	Brast01G191100
Brahy.D02G0615400	Brast01G191000
Brahy.D02G0615500	Brast01G190900
Brahy.D02G0615600	Brast01G190800
Brahy.D02G0615800	Brast01G190700
Brahy.D02G0615900	Brast01G190500
Brahy.D02G0616000	Brast01G190300
Brahy.D02G0616100	Brast01G190200
Brahy.D02G0616200	Brast01G190100
Brahy.D02G0616300	Brast01G190000
Brahy.D02G0616600	Brast01G189900
Brahy.D02G0616700	Brast01G189800
Brahy.D02G0616800	Brast01G189700
Brahy.D02G0616900	Brast01G189600
Brahy.D02G0617000	Brast01G189500
Brahy.D02G0617300	Brast01G189200
Brahy.D02G0617500	Brast01G189000
Brahy.D02G0617900	Brast01G188900
Brahy.D02G0618000	Brast01G188800
Brahy.D02G0618100	Brast01G188700
Brahy.D02G0618200	Brast01G188600
Brahy.D02G0618500	Brast01G188500
Brahy.D02G0618800	Brast01G188400
Brahy.D02G0618900	Brast01G188300
Brahy.D02G0619000	Brast01G188200
Brahy.D02G0619600	Brast01G188100
Brahy.D02G0619800	Brast01G187900
Brahy.D02G0619900	Brast01G187800
Brahy.D02G0620000	Brast01G187700
Brahy.D02G0620100	Brast01G187600
Brahy.D02G0620400	Brast01G187500
Brahy.D02G0620500	Brast01G187300
Brahy.D02G0620600	Brast01G187200
Brahy.D02G0620700	Brast01G187100
Brahy.D02G0620800	Brast01G187000
Brahy.D02G0620900	Brast01G186900
Brahy.D02G0621100	Brast01G186800
Brahy.D02G0621300	Brast01G186700
Brahy.D02G0621400	Brast01G186400
Brahy.D02G0621500	Brast01G186300
Brahy.D02G0621600	Brast01G186200
Brahy.D02G0621800	Brast01G186100
Brahy.D02G0622200	Brast01G185700
Brahy.D02G0622300	Brast01G185600
Brahy.D02G0622400	Brast01G185500
Brahy.D02G0622500	Brast01G185400
Brahy.D02G0622700	Brast01G185300
Brahy.D02G0622800	Brast01G185200
Brahy.D02G0622900	Brast01G185100
Brahy.D02G0623200	Brast01G184800
Brahy.D02G0623300	Brast01G184700
Brahy.D02G0623500	Brast01G184500
Brahy.D02G0623700	Brast01G184400
Brahy.D02G0623800	Brast01G184300
Brahy.D02G0624000	Brast01G184200
Brahy.D02G0624100	Brast01G184100
Brahy.D02G0624200	Brast01G184000
Brahy.D02G0624400	Brast01G183800
Brahy.D02G0624500	Brast01G183700
Brahy.D02G0624600	Brast01G183600
Brahy.D02G0624700	Brast01G183500
Brahy.D02G0624800	Brast01G183400
Brahy.D02G0624900	Brast01G183300
Brahy.D02G0625000	Brast01G183200
Brahy.D02G0625300	Brast01G183000
Brahy.D02G0625500	Brast01G182900
Brahy.D02G0625600	Brast01G182600
Brahy.D02G0625700	Brast01G182500
Brahy.D02G0625800	Brast01G182400
Brahy.D02G0626000	Brast01G182300
Brahy.D02G0626100	Brast01G182200
Brahy.D02G0626300	Brast01G182100
Brahy.D02G0626400	Brast01G182000
Brahy.D02G0626500	Brast01G181900
Brahy.D02G0626600	Brast01G181800
Brahy.D02G0627100	Brast01G181700
Brahy.D02G0627200	Brast01G181600
Brahy.D02G0627300	Brast01G181500
Brahy.D02G0627400	Brast01G181400
Brahy.D02G0627500	Brast01G181300
Brahy.D02G0627600	Brast01G181200
Brahy.D02G0627800	Brast01G181000
Brahy.D02G0627900	Brast01G180900
Brahy.D02G0628100	Brast01G180800
Brahy.D02G0628200	Brast01G180700
Brahy.D02G0628300	Brast01G180600
Brahy.D02G0628500	Brast01G180400
Brahy.D02G0628600	Brast01G180300
Brahy.D02G0628800	Brast01G180200
Brahy.D02G0628900	Brast01G180000
Brahy.D02G0629000	Brast01G179900
Brahy.D02G0629100	Brast01G179800
Brahy.D02G0629200	Brast01G179700
Brahy.D02G0629300	Brast01G179600
Brahy.D02G0629400	Brast01G179500
Brahy.D02G0629500	Brast01G179400
Brahy.D02G0629600	Brast01G179100
Brahy.D02G0629700	Brast01G179000
Brahy.D02G0629900	Brast01G178900
Brahy.D02G0630000	Brast01G178500
Brahy.D02G0630100	Brast01G178400
Brahy.D02G0630200	Brast01G178100
Brahy.D02G0630400	Brast01G178000
Brahy.D02G0630500	Brast01G177900
Brahy.D02G0630600	Brast01G177800
Brahy.D02G0630700	Brast01G177700
Brahy.D02G0630800	Brast01G177600
Brahy.D02G0630900	Brast01G177500
Brahy.D02G0631000	Brast01G177400
Brahy.D02G0631200	Brast01G177300
Brahy.D02G0631300	Brast01G177100
Brahy.D02G0631400	Brast01G177000
Brahy.D02G0631500	Brast01G176900
Brahy.D02G0631600	Brast01G176800
Brahy.D02G0631700	Brast01G176700
Brahy.D02G0631800	Brast01G176600
Brahy.D02G0632100	Brast01G176500
Brahy.D02G0632200	Brast01G176400
Brahy.D02G0632400	Brast01G176300
Brahy.D02G0632500	Brast01G176200
Brahy.D02G0632600	Brast01G176100
Brahy.D02G0632700	Brast01G176000
Brahy.D02G0632800	Brast01G175900
Brahy.D02G0632900	Brast01G175800
Brahy.D02G0633100	Brast01G175700
Brahy.D02G0633200	Brast01G175500
Brahy.D02G0633400	Brast01G175400
Brahy.D02G0633600	Brast01G175300
Brahy.D02G0633800	Brast01G175200
Brahy.D02G0633900	Brast01G175100
Brahy.D02G0634000	Brast01G175000
Brahy.D02G0634100	Brast01G174900
Brahy.D02G0634300	Brast01G174800
Brahy.D02G0634400	Brast01G174700
Brahy.D02G0634800	Brast01G174500
Brahy.D02G0634900	Brast01G174200
Brahy.D02G0635000	Brast01G174000
Brahy.D02G0635100	Brast01G173900
Brahy.D02G0635200	Brast01G173800
Brahy.D02G0635500	Brast01G173700
Brahy.D02G0635600	Brast01G173500
Brahy.D02G0635900	Brast01G173400
Brahy.D02G0636000	Brast01G173300
Brahy.D02G0636200	Brast01G173000
Brahy.D02G0636300	Brast01G172700
Brahy.D02G0636500	Brast01G172500
Brahy.D02G0636700	Brast01G172400
Brahy.D02G0636800	Brast01G172300
Brahy.D02G0636900	Brast01G172200
Brahy.D02G0637000	Brast01G172100
Brahy.D02G0637100	Brast01G172000
Brahy.D02G0637300	Brast01G171900
Brahy.D02G0637400	Brast01G171800
Brahy.D02G0637700	Brast01G171700
Brahy.D02G0637800	Brast01G171600
Brahy.D02G0637900	Brast01G171500
Brahy.D02G0638000	Brast01G171400
Brahy.D02G0638200	Brast01G171300
Brahy.D02G0638300	Brast01G171200
Brahy.D02G0638400	Brast01G171000
Brahy.D02G0638600	Brast01G170900
Brahy.D02G0638800	Brast01G170700
Brahy.D02G0638900	Brast01G170600
Brahy.D02G0639000	Brast01G170500
Brahy.D02G0639100	Brast01G170400
Brahy.D02G0639200	Brast01G170300
Brahy.D02G0639300	Brast01G170200
Brahy.D02G0639500	Brast01G170100
Brahy.D02G0639600	Brast01G169900
Brahy.D02G0639700	Brast01G169800
Brahy.D02G0639800	Brast01G169700
Brahy.D02G0639900	Brast01G169600
Brahy.D02G0640000	Brast01G169500
Brahy.D02G0640300	Brast01G169400
Brahy.D02G0640400	Brast01G169300
Brahy.D02G0640500	Brast01G169200
Brahy.D02G0640600	Brast01G169100
Brahy.D02G0640700	Brast01G169000
Brahy.D02G0640800	Brast01G168900
Brahy.D02G0641100	Brast01G168800
Brahy.D02G0641300	Brast01G168600
Brahy.D02G0641400	Brast01G168500
Brahy.D02G0641500	Brast01G168400
Brahy.D02G0641600	Brast01G168300
Brahy.D02G0641700	Brast01G168200
Brahy.D02G0641800	Brast01G168100
Brahy.D02G0642000	Brast01G168000
Brahy.D02G0642100	Brast01G167900
Brahy.D02G0642200	Brast01G167800
Brahy.D02G0642400	Brast01G167600
Brahy.D02G0642500	Brast01G167500
Brahy.D02G0642600	Brast01G167400
Brahy.D02G0642700	Brast01G167300
Brahy.D02G0642800	Brast01G167200
Brahy.D02G0642900	Brast01G167000
Brahy.D02G0643000	Brast01G166900
Brahy.D02G0643100	Brast01G166800
Brahy.D02G0643200	Brast01G166700
Brahy.D02G0643300	Brast01G166600
Brahy.D02G0643700	Brast01G166300
Brahy.D02G0643800	Brast01G166200
Brahy.D02G0643900	Brast01G166100
Brahy.D02G0644000	Brast01G166000
Brahy.D02G0644200	Brast01G165900
Brahy.D02G0644300	Brast01G165800
Brahy.D02G0644400	Brast01G165700
Brahy.D02G0644500	Brast01G165600
Brahy.D02G0644600	Brast01G165500
Brahy.D02G0644800	Brast01G165400
Brahy.D02G0644900	Brast01G165300
Brahy.D02G0645000	Brast01G165100
Brahy.D02G0645200	Brast01G164900
Brahy.D02G0645300	Brast01G164800
Brahy.D02G0645400	Brast01G164700
Brahy.D02G0645500	Brast01G164600
Brahy.D02G0645600	Brast01G164500
Brahy.D02G0645700	Brast01G164400
Brahy.D02G0645900	Brast01G164100
Brahy.D02G0646000	Brast01G163900
Brahy.D02G0646100	Brast01G163800
Brahy.D02G0646200	Brast01G163700
Brahy.D02G0646400	Brast01G163600
Brahy.D02G0646700	Brast01G163400
Brahy.D02G0646800	Brast01G163300
Brahy.D02G0646900	Brast01G163100
Brahy.D02G0647100	Brast01G163000
Brahy.D02G0647200	Brast01G162900
Brahy.D02G0647300	Brast01G162800
Brahy.D02G0647500	Brast01G162700
Brahy.D02G0647600	Brast01G162600
Brahy.D02G0647900	Brast01G162500
Brahy.D02G0648700	Brast01G162200
Brahy.D02G0648800	Brast01G161700
Brahy.D02G0648900	Brast01G161500
Brahy.D02G0649000	Brast01G161400
Brahy.D02G0649200	Brast01G161100
Brahy.D02G0649400	Brast01G160800
Brahy.D02G0649500	Brast01G160700
Brahy.D02G0649700	Brast01G160400
Brahy.D02G0649800	Brast01G160300
Brahy.D02G0649900	Brast01G160200
Brahy.D02G0650000	Brast01G160100
Brahy.D02G0650100	Brast01G160000
Brahy.D02G0650200	Brast01G159900
Brahy.D02G0650300	Brast01G159800
Brahy.D02G0650400	Brast01G159700
Brahy.D02G0650500	Brast01G159600
Brahy.D02G0650700	Brast01G159500
Brahy.D02G0650800	Brast01G159400
Brahy.D02G0650900	Brast01G159300
Brahy.D02G0651000	Brast01G159200
Brahy.D02G0651100	Brast01G159100
Brahy.D02G0651200	Brast01G159000
Brahy.D02G0651400	Brast01G158800
Brahy.D02G0651500	Brast01G158600
Brahy.D02G0651600	Brast01G158500
Brahy.D02G0651700	Brast01G158400
Brahy.D02G0651800	Brast01G158300
Brahy.D02G0651900	Brast01G158200
Brahy.D02G0652100	Brast01G158100
Brahy.D02G0652200	Brast01G158000
Brahy.D02G0652300	Brast01G157900
Brahy.D02G0652400	Brast01G157800
Brahy.D02G0652500	Brast01G157700
Brahy.D02G0652600	Brast01G157600
Brahy.D02G0652700	Brast01G157500
Brahy.D02G0652800	Brast01G157400
Brahy.D02G0652900	Brast01G157300
Brahy.D02G0653200	Brast01G157100
Brahy.D02G0653300	Brast01G157000
Brahy.D02G0653500	Brast01G156900
Brahy.D02G0653600	Brast01G156800
Brahy.D02G0653700	Brast01G156700
Brahy.D02G0653800	Brast01G156600
Brahy.D02G0654100	Brast01G156500
Brahy.D02G0654200	Brast01G156400
Brahy.D02G0654500	Brast01G156300
Brahy.D02G0654600	Brast01G156200
Brahy.D02G0654700	Brast01G156100
Brahy.D02G0654800	Brast01G156000
Brahy.D02G0654900	Brast01G155900
Brahy.D02G0655000	Brast01G155800
Brahy.D02G0655100	Brast01G155700
Brahy.D02G0655200	Brast01G155600
Brahy.D02G0655400	Brast01G155500
Brahy.D02G0655600	Brast01G155400
Brahy.D02G0655700	Brast01G155300
Brahy.D02G0655800	Brast01G155200
Brahy.D02G0656100	Brast01G155100
Brahy.D02G0656200	Brast01G155000
Brahy.D02G0656300	Brast01G154900
Brahy.D02G0656400	Brast01G154800
Brahy.D02G0656500	Brast01G154700
Brahy.D02G0656600	Brast01G154500
Brahy.D02G0657000	Brast01G154300
Brahy.D02G0657200	Brast01G154200
Brahy.D02G0657300	Brast01G154100
Brahy.D02G0657400	Brast01G154000
Brahy.D02G0657500	Brast01G153900
Brahy.D02G0657900	Brast01G153700
Brahy.D02G0658000	Brast01G153600
Brahy.D02G0658400	Brast01G153500
Brahy.D02G0658500	Brast01G153400
Brahy.D02G0658600	Brast01G153300
Brahy.D02G0658700	Brast01G153200
Brahy.D02G0659100	Brast01G152900
Brahy.D02G0659200	Brast01G152800
Brahy.D02G0659300	Brast01G152700
Brahy.D02G0659400	Brast01G152600
Brahy.D02G0659500	Brast01G152500
Brahy.D02G0659600	Brast01G152400
Brahy.D02G0659700	Brast01G152300
Brahy.D02G0660100	Brast01G152200
Brahy.D02G0660200	Brast01G152100
Brahy.D02G0660300	Brast01G152000
Brahy.D02G0660400	Brast01G151900
Brahy.D02G0660600	Brast01G151800
Brahy.D02G0660800	Brast01G151500
Brahy.D02G0660900	Brast01G151300
Brahy.D02G0661000	Brast01G151100
Brahy.D02G0661100	Brast01G151000
Brahy.D02G0661300	Brast01G150900
Brahy.D02G0661400	Brast01G150800
Brahy.D02G0661600	Brast01G150700
Brahy.D02G0661700	Brast01G150600
Brahy.D02G0661800	Brast01G150500
Brahy.D02G0662100	Brast01G150300
Brahy.D02G0662300	Brast01G150200
Brahy.D02G0662500	Brast01G150100
Brahy.D02G0662700	Brast01G150000
Brahy.D02G0662900	Brast01G149800
Brahy.D02G0663100	Brast01G149600
Brahy.D02G0663200	Brast01G149500
Brahy.D02G0663300	Brast01G149400
Brahy.D02G0663400	Brast01G149300
Brahy.D02G0663500	Brast01G149200
Brahy.D02G0663600	Brast01G149100
Brahy.D02G0663800	Brast01G149000
Brahy.D02G0663900	Brast01G148900
Brahy.D02G0664000	Brast01G148800
Brahy.D02G0664100	Brast01G148700
Brahy.D02G0664200	Brast01G148600
Brahy.D02G0664400	Brast01G148500
Brahy.D02G0664500	Brast01G148400
Brahy.D02G0664600	Brast01G148300
Brahy.D02G0664800	Brast01G148200
Brahy.D02G0665000	Brast01G148100
Brahy.D02G0665100	Brast01G147900
Brahy.D02G0665300	Brast01G147800
Brahy.D02G0665400	Brast01G147700
Brahy.D02G0665500	Brast01G147600
Brahy.D02G0665700	Brast01G147500
Brahy.D02G0665800	Brast01G147300
Brahy.D02G0665900	Brast01G147200
Brahy.D02G0666000	Brast01G147100
Brahy.D02G0666200	Brast01G147000
Brahy.D02G0666300	Brast01G146900
Brahy.D02G0666400	Brast01G146700
Brahy.D02G0666600	Brast01G146600
Brahy.D02G0666700	Brast01G146500
Brahy.D02G0666800	Brast01G146400
Brahy.D02G0666900	Brast01G146300
Brahy.D02G0667000	Brast01G146200
Brahy.D02G0667200	Brast01G146100
Brahy.D02G0667300	Brast01G146000
Brahy.D02G0667400	Brast01G145900
Brahy.D02G0667500	Brast01G145800
Brahy.D02G0667600	Brast01G145700
Brahy.D02G0667700	Brast01G145600
Brahy.D02G0667800	Brast01G145500
Brahy.D02G0667900	Brast01G145400
Brahy.D02G0668000	Brast01G145300
Brahy.D02G0668100	Brast01G145200
Brahy.D02G0668200	Brast01G145100
Brahy.D02G0668300	Brast01G145000
Brahy.D02G0668400	Brast01G144900
Brahy.D02G0668500	Brast01G144800
Brahy.D02G0668600	Brast01G144700
Brahy.D02G0668800	Brast01G144600
Brahy.D02G0668900	Brast01G144500
Brahy.D02G0669000	Brast01G144400
Brahy.D02G0669100	Brast01G144300
Brahy.D02G0669200	Brast01G144200
Brahy.D02G0669400	Brast01G144100
Brahy.D02G0669600	Brast01G144000
Brahy.D02G0669700	Brast01G143900
Brahy.D02G0669800	Brast01G143800
Brahy.D02G0669900	Brast01G143700
Brahy.D02G0670100	Brast01G143500
Brahy.D02G0670200	Brast01G143400
Brahy.D02G0670500	Brast01G143300
Brahy.D02G0670700	Brast01G143100
Brahy.D02G0670800	Brast01G143000
Brahy.D02G0671100	Brast01G142900
Brahy.D02G0671200	Brast01G142800
Brahy.D02G0671300	Brast01G142700
Brahy.D02G0671400	Brast01G142600
Brahy.D02G0671500	Brast01G142500
Brahy.D02G0671700	Brast01G142400
Brahy.D02G0671800	Brast01G142200
Brahy.D02G0671900	Brast01G142100
Brahy.D02G0672100	Brast01G142000
Brahy.D02G0672200	Brast01G141900
Brahy.D02G0672300	Brast01G141800
Brahy.D02G0672400	Brast01G141700
Brahy.D02G0672500	Brast01G141600
Brahy.D02G0672700	Brast01G141400
Brahy.D02G0672800	Brast01G141300
Brahy.D02G0672900	Brast01G141200
Brahy.D02G0673300	Brast01G141100
Brahy.D02G0673400	Brast01G140900
Brahy.D02G0673500	Brast01G140800
Brahy.D02G0673600	Brast01G140700
Brahy.D02G0673700	Brast01G140600
Brahy.D02G0673800	Brast01G140500
Brahy.D02G0673900	Brast01G140400
Brahy.D02G0674000	Brast01G140300
Brahy.D02G0674200	Brast01G140200
Brahy.D02G0674500	Brast01G140100
Brahy.D02G0674600	Brast01G140000
Brahy.D02G0674700	Brast01G139900
Brahy.D02G0674800	Brast01G139800
Brahy.D02G0675000	Brast01G139600
Brahy.D02G0675100	Brast01G139500
Brahy.D02G0675200	Brast01G139400
Brahy.D02G0675300	Brast01G139300
Brahy.D02G0675400	Brast01G139200
Brahy.D02G0675600	Brast01G139100
Brahy.D02G0675700	Brast01G138900
Brahy.D02G0675800	Brast01G138800
Brahy.D02G0676000	Brast01G138700
Brahy.D02G0676200	Brast01G138500
Brahy.D02G0676300	Brast01G138400
Brahy.D02G0676400	Brast01G138300
Brahy.D02G0676600	Brast01G138000
Brahy.D02G0676700	Brast01G137900
Brahy.D02G0676800	Brast01G137800
Brahy.D02G0676900	Brast01G137700
Brahy.D02G0677300	Brast01G137600
Brahy.D02G0677400	Brast01G137500
Brahy.D02G0677500	Brast01G137300
Brahy.D02G0677600	Brast01G137200
Brahy.D02G0677700	Brast01G137100
Brahy.D02G0678000	Brast01G137000
Brahy.D02G0678100	Brast01G136900
Brahy.D02G0678200	Brast01G136800
Brahy.D02G0678300	Brast01G136700
Brahy.D02G0678400	Brast01G136600
Brahy.D02G0678500	Brast01G136500
Brahy.D02G0678600	Brast01G136400
Brahy.D02G0678700	Brast01G136300
Brahy.D02G0678800	Brast01G136200
Brahy.D02G0678900	Brast01G136100
Brahy.D02G0679000	Brast01G136000
Brahy.D02G0679200	Brast01G135900
Brahy.D02G0679300	Brast01G135800
Brahy.D02G0679400	Brast01G135700
Brahy.D02G0679500	Brast01G135600
Brahy.D02G0679600	Brast01G135500
Brahy.D02G0679700	Brast01G135400
Brahy.D02G0679800	Brast01G135300
Brahy.D02G0680000	Brast01G135200
Brahy.D02G0680100	Brast01G135100
Brahy.D02G0680200	Brast01G135000
Brahy.D02G0680300	Brast01G134900
Brahy.D02G0680500	Brast01G134700
Brahy.D02G0680600	Brast01G134600
Brahy.D02G0681000	Brast01G134500
Brahy.D02G0681100	Brast01G134400
Brahy.D02G0681200	Brast01G134300
Brahy.D02G0681300	Brast01G134200
Brahy.D02G0681400	Brast01G134100
Brahy.D02G0681500	Brast01G134000
Brahy.D02G0681700	Brast01G133700
Brahy.D02G0681800	Brast01G133600
Brahy.D02G0681900	Brast01G133500
Brahy.D02G0682100	Brast01G133400
Brahy.D02G0682200	Brast01G133300
Brahy.D02G0682500	Brast01G133200
Brahy.D02G0682600	Brast01G133100
Brahy.D02G0682700	Brast01G132900
Brahy.D02G0683000	Brast01G132600
Brahy.D02G0683200	Brast01G132500
Brahy.D02G0683300	Brast01G132400
Brahy.D02G0683400	Brast01G132200
Brahy.D02G0683900	Brast01G132000
Brahy.D02G0684000	Brast01G131900
Brahy.D02G0684100	Brast01G131800
Brahy.D02G0684200	Brast01G131700
Brahy.D02G0684300	Brast01G131600
Brahy.D02G0684400	Brast01G131500
Brahy.D02G0684500	Brast01G131400
Brahy.D02G0684600	Brast01G131300
Brahy.D02G0684800	Brast01G131100
Brahy.D02G0684900	Brast01G131000
Brahy.D02G0685100	Brast01G130900
Brahy.D02G0685300	Brast01G130500
Brahy.D02G0685700	Brast01G130300
Brahy.D02G0685900	Brast01G130200
Brahy.D02G0686000	Brast01G130100
Brahy.D02G0686100	Brast01G130000
Brahy.D02G0686200	Brast01G129900
Brahy.D02G0686300	Brast01G129800
Brahy.D02G0686600	Brast01G129600
Brahy.D02G0686700	Brast01G129500
Brahy.D02G0686800	Brast01G129400
Brahy.D02G0687000	Brast01G129200
Brahy.D02G0687200	Brast01G129000
Brahy.D02G0687300	Brast01G128900
Brahy.D02G0687600	Brast01G128800
Brahy.D02G0687700	Brast01G128700
Brahy.D02G0687800	Brast01G128600
Brahy.D02G0687900	Brast01G128500
Brahy.D02G0688000	Brast01G128400
Brahy.D02G0688100	Brast01G128200
Brahy.D02G0688200	Brast01G128100
Brahy.D02G0688300	Brast01G128000
Brahy.D02G0688400	Brast01G127800
Brahy.D02G0688500	Brast01G127700
Brahy.D02G0688600	Brast01G127600
Brahy.D02G0688800	Brast01G127500
Brahy.D02G0688900	Brast01G127400
Brahy.D02G0689100	Brast01G127200
Brahy.D02G0689400	Brast01G127100
Brahy.D02G0689500	Brast01G127000
Brahy.D02G0689600	Brast01G126900
Brahy.D02G0689700	Brast01G126800
Brahy.D02G0689800	Brast01G126700
Brahy.D02G0689900	Brast01G126600
Brahy.D02G0690000	Brast01G126500
Brahy.D02G0690100	Brast01G126400
Brahy.D02G0690200	Brast01G126300
Brahy.D02G0690300	Brast01G126200
Brahy.D02G0690400	Brast01G126100
