bhsid	bsid
Brahy.S09G0056300	Brast09G058500
Brahy.S09G0056500	Brast09G058700
Brahy.S09G0056600	Brast09G058800
Brahy.S09G0056800	Brast09G059000
Brahy.S09G0056900	Brast09G059100
Brahy.S09G0057000	Brast09G059200
Brahy.S09G0057100	Brast09G059300
Brahy.S09G0057200	Brast09G059400
Brahy.S09G0057300	Brast09G059500
Brahy.S09G0057400	Brast09G059600
Brahy.S09G0057600	Brast09G059700
Brahy.S09G0057800	Brast09G059900
Brahy.S09G0057900	Brast09G060000
Brahy.S09G0058000	Brast09G060100
Brahy.S09G0058100	Brast09G060200
Brahy.S09G0058200	Brast09G060300
Brahy.S09G0058300	Brast09G060400
Brahy.S09G0058400	Brast09G060500
Brahy.S09G0058500	Brast09G060600
Brahy.S09G0058600	Brast09G060700
Brahy.S09G0058800	Brast09G060800
Brahy.S09G0058900	Brast09G060900
Brahy.S09G0059000	Brast09G061000
Brahy.S09G0059100	Brast09G061100
Brahy.S09G0059400	Brast09G061200
Brahy.S09G0059500	Brast09G061300
Brahy.S09G0059600	Brast09G061400
Brahy.S09G0059700	Brast09G061500
Brahy.S09G0059800	Brast09G061600
Brahy.S09G0060000	Brast09G061700
Brahy.S09G0060100	Brast09G061800
Brahy.S09G0060200	Brast09G061900
Brahy.S09G0060300	Brast09G062000
Brahy.S09G0060400	Brast09G062200
Brahy.S09G0060500	Brast09G062300
Brahy.S09G0060700	Brast09G062400
Brahy.S09G0060800	Brast09G062600
Brahy.S09G0061000	Brast09G062700
Brahy.S09G0061200	Brast09G062800
Brahy.S09G0061300	Brast09G062900
Brahy.S09G0061400	Brast09G063000
Brahy.S09G0061500	Brast09G063100
Brahy.S09G0061600	Brast09G063200
Brahy.S09G0061700	Brast09G063300
Brahy.S09G0061900	Brast09G063400
Brahy.S09G0062000	Brast09G063500
Brahy.S09G0062100	Brast09G063600
Brahy.S09G0062200	Brast09G063700
Brahy.S09G0062300	Brast09G063800
Brahy.S09G0062500	Brast09G063900
Brahy.S09G0062600	Brast09G064000
Brahy.S09G0062700	Brast09G064100
Brahy.S09G0062800	Brast09G064200
Brahy.S09G0062900	Brast09G064300
Brahy.S09G0063000	Brast09G064400
Brahy.S09G0063100	Brast09G064500
Brahy.S09G0063200	Brast09G064600
Brahy.S09G0063300	Brast09G064700
Brahy.S09G0063400	Brast09G064800
Brahy.S09G0063600	Brast09G064900
Brahy.S09G0063700	Brast09G065000
Brahy.S09G0063900	Brast09G065100
Brahy.S09G0064000	Brast09G065200
Brahy.S09G0064200	Brast09G065300
Brahy.S09G0064300	Brast09G065400
Brahy.S09G0064400	Brast09G065500
Brahy.S09G0064600	Brast09G065600
Brahy.S09G0064700	Brast09G065700
Brahy.S09G0064800	Brast09G065800
Brahy.S09G0065000	Brast09G065900
Brahy.S09G0065200	Brast09G066000
Brahy.S09G0065100	Brast09G066100
Brahy.S09G0065400	Brast09G066200
Brahy.S09G0065500	Brast09G066300
Brahy.S09G0065600	Brast09G066400
Brahy.S09G0065700	Brast09G066500
Brahy.S09G0065900	Brast09G066600
Brahy.S09G0066100	Brast09G066700
Brahy.S09G0066300	Brast09G066800
Brahy.S09G0066400	Brast09G066900
Brahy.S09G0066500	Brast09G067000
Brahy.S09G0066700	Brast09G067100
Brahy.S09G0066800	Brast09G067200
Brahy.S09G0066900	Brast09G067300
Brahy.S09G0067000	Brast09G067400
Brahy.S09G0067100	Brast09G067500
Brahy.S09G0067200	Brast09G067600
Brahy.S09G0067300	Brast09G067800
Brahy.S09G0067500	Brast09G068000
Brahy.S09G0067600	Brast09G068100
Brahy.S09G0067800	Brast09G068200
Brahy.S09G0067900	Brast09G068300
Brahy.S09G0068000	Brast09G068400
Brahy.S09G0068100	Brast09G068500
Brahy.S09G0068300	Brast09G068700
Brahy.S09G0068400	Brast09G068800
Brahy.S09G0068600	Brast09G068900
Brahy.S09G0068700	Brast09G069000
Brahy.S09G0068800	Brast09G069100
Brahy.S09G0068900	Brast09G069200
Brahy.S09G0069000	Brast09G069300
Brahy.S09G0069100	Brast09G069400
Brahy.S09G0069300	Brast09G069500
Brahy.S09G0069400	Brast09G069600
Brahy.S09G0069500	Brast09G069700
Brahy.S09G0069600	Brast09G069800
Brahy.S09G0069700	Brast09G069900
Brahy.S09G0069900	Brast09G070100
Brahy.S09G0070000	Brast09G070200
Brahy.S09G0070100	Brast09G070300
Brahy.S09G0070300	Brast09G070500
Brahy.S09G0070400	Brast09G070600
Brahy.S09G0070500	Brast09G070700
Brahy.S09G0070600	Brast09G070800
Brahy.S09G0070700	Brast09G071000
Brahy.S09G0070800	Brast09G071100
Brahy.S09G0070900	Brast09G071200
Brahy.S09G0071000	Brast09G071300
Brahy.S09G0071200	Brast09G071400
Brahy.S09G0071300	Brast09G071500
Brahy.S09G0071400	Brast09G071600
Brahy.S09G0071500	Brast09G071700
Brahy.S09G0071600	Brast09G071800
Brahy.S09G0071700	Brast09G071900
Brahy.S09G0071800	Brast09G072000
Brahy.S09G0071900	Brast09G072100
Brahy.S09G0072200	Brast09G072200
Brahy.S09G0072500	Brast09G072500
Brahy.S09G0072600	Brast09G072600
Brahy.S09G0072700	Brast09G072700
Brahy.S09G0072800	Brast09G072800
Brahy.S09G0072900	Brast09G072900
Brahy.S09G0073000	Brast09G073000
Brahy.S09G0073200	Brast09G073200
Brahy.S09G0073400	Brast09G073400
Brahy.S09G0073600	Brast09G073600
Brahy.S09G0073800	Brast09G073800
Brahy.S09G0073900	Brast09G073900
Brahy.S09G0074000	Brast09G074000
Brahy.S09G0074100	Brast09G074100
Brahy.S09G0074200	Brast09G074200
Brahy.S09G0074300	Brast09G074300
Brahy.S09G0074400	Brast09G074400
Brahy.S09G0074500	Brast09G074500
Brahy.S09G0074700	Brast09G074600
Brahy.S09G0074800	Brast09G074700
Brahy.S09G0075000	Brast09G074900
Brahy.S09G0075100	Brast09G075000
Brahy.S09G0075200	Brast09G075100
Brahy.S09G0075300	Brast09G075200
Brahy.S09G0075400	Brast09G075300
Brahy.S09G0075500	Brast09G075400
Brahy.S09G0075600	Brast09G075500
Brahy.S09G0075700	Brast09G075600
Brahy.S09G0076200	Brast09G076000
Brahy.S09G0076300	Brast09G076100
Brahy.S09G0076400	Brast09G076200
Brahy.S09G0076600	Brast09G076300
Brahy.S09G0076800	Brast09G076500
Brahy.S09G0076900	Brast09G076600
Brahy.S09G0077200	Brast09G076900
Brahy.S09G0077300	Brast09G077000
Brahy.S09G0077400	Brast09G077100
Brahy.S09G0077500	Brast09G077200
Brahy.S09G0077700	Brast09G077400
Brahy.S09G0077800	Brast09G077500
Brahy.S09G0078100	Brast09G077700
Brahy.S09G0078200	Brast09G077800
Brahy.S09G0078300	Brast09G077900
Brahy.S09G0078500	Brast09G078000
Brahy.S09G0078700	Brast09G078100
Brahy.S09G0078800	Brast09G078300
Brahy.S09G0078900	Brast09G078400
Brahy.S09G0079000	Brast09G078500
Brahy.S09G0079100	Brast09G078600
Brahy.S09G0079200	Brast09G078700
Brahy.S09G0079300	Brast09G078800
Brahy.S09G0079400	Brast09G078900
Brahy.S09G0079500	Brast09G079000
Brahy.S09G0079600	Brast09G079100
Brahy.S09G0079900	Brast09G079400
Brahy.S09G0080000	Brast09G079500
Brahy.S09G0080100	Brast09G079600
Brahy.S09G0080200	Brast09G079700
Brahy.S09G0080300	Brast09G079800
Brahy.S09G0080400	Brast09G079900
Brahy.S09G0080500	Brast09G080000
Brahy.S09G0080600	Brast09G080100
Brahy.S09G0080700	Brast09G080200
Brahy.S09G0080800	Brast09G080300
Brahy.S09G0081000	Brast09G080400
Brahy.S09G0081100	Brast09G080500
Brahy.S09G0081200	Brast09G080600
Brahy.S09G0081300	Brast09G080700
Brahy.S09G0081400	Brast09G080800
Brahy.S09G0081500	Brast09G080900
Brahy.S09G0081600	Brast09G081000
Brahy.S09G0081700	Brast09G081100
Brahy.S09G0081800	Brast09G081200
Brahy.S09G0081900	Brast09G081300
Brahy.S09G0082000	Brast09G081400
Brahy.S09G0082100	Brast09G081500
Brahy.S09G0082200	Brast09G081600
Brahy.S09G0082300	Brast09G081700
Brahy.S09G0082400	Brast09G081800
Brahy.S09G0082500	Brast09G081900
Brahy.S09G0082600	Brast09G082000
Brahy.S09G0082700	Brast09G082100
Brahy.S09G0082800	Brast09G082200
Brahy.S09G0082900	Brast09G082300
Brahy.S09G0083000	Brast09G082400
Brahy.S09G0083100	Brast09G082500
Brahy.S09G0083200	Brast09G082600
Brahy.S09G0083300	Brast09G082700
Brahy.S09G0083400	Brast09G082800
Brahy.S09G0083700	Brast09G083100
Brahy.S09G0083800	Brast09G083200
Brahy.S09G0083900	Brast09G083300
Brahy.S09G0084000	Brast09G083400
Brahy.S09G0084100	Brast09G083500
Brahy.S09G0084200	Brast09G083600
Brahy.S09G0084300	Brast09G083700
Brahy.S09G0084400	Brast09G083800
Brahy.S09G0084500	Brast09G083900
Brahy.S09G0084600	Brast09G084000
Brahy.S09G0084800	Brast09G084200
Brahy.S09G0085000	Brast09G084300
Brahy.S09G0085100	Brast09G084400
Brahy.S09G0085200	Brast09G084500
Brahy.S09G0085300	Brast09G084600
Brahy.S09G0085500	Brast09G084700
Brahy.S09G0085600	Brast09G084800
Brahy.S09G0085700	Brast09G084900
Brahy.S09G0085800	Brast09G085000
Brahy.S09G0085900	Brast09G085100
Brahy.S09G0086300	Brast09G085200
Brahy.S09G0086400	Brast09G085300
Brahy.S09G0086500	Brast09G085400
Brahy.S09G0086600	Brast09G085500
Brahy.S09G0086700	Brast09G085600
Brahy.S09G0086800	Brast09G085700
Brahy.S09G0086900	Brast09G085800
Brahy.S09G0087000	Brast09G085900
Brahy.S09G0087100	Brast09G086000
Brahy.S09G0087300	Brast09G086100
Brahy.S09G0087400	Brast09G086200
Brahy.S09G0087700	Brast09G086300
Brahy.S09G0087900	Brast09G086500
Brahy.S09G0088000	Brast09G086700
Brahy.S09G0088100	Brast09G086800
Brahy.S09G0088200	Brast09G086900
Brahy.S09G0088300	Brast09G087000
Brahy.S09G0088400	Brast09G087100
Brahy.S09G0088500	Brast09G087200
Brahy.S09G0088600	Brast09G087300
Brahy.S09G0088700	Brast09G087400
Brahy.S09G0088800	Brast09G087500
Brahy.S09G0088900	Brast09G087600
Brahy.S09G0089000	Brast09G087700
Brahy.S09G0089100	Brast09G087800
Brahy.S09G0089200	Brast09G087900
Brahy.S09G0089300	Brast09G088000
Brahy.S09G0089400	Brast09G088100
Brahy.S09G0089500	Brast09G088200
Brahy.S09G0089600	Brast09G088300
Brahy.S09G0089700	Brast09G088400
Brahy.S09G0089800	Brast09G088500
Brahy.S09G0089900	Brast09G088600
Brahy.S09G0090000	Brast09G088700
Brahy.S09G0090200	Brast09G088800
Brahy.S09G0090300	Brast09G089000
Brahy.S09G0090500	Brast09G089100
Brahy.S09G0090600	Brast09G089200
Brahy.S09G0090800	Brast09G089300
Brahy.S09G0090900	Brast09G089400
Brahy.S09G0091000	Brast09G089500
Brahy.S09G0091200	Brast09G089600
Brahy.S09G0091300	Brast09G089700
Brahy.S09G0091400	Brast09G089800
Brahy.S09G0091600	Brast09G089900
Brahy.S09G0091700	Brast09G090000
Brahy.S09G0091800	Brast09G090100
Brahy.S09G0092000	Brast09G091400
Brahy.S09G0092100	Brast09G091500
Brahy.S09G0092200	Brast09G091600
Brahy.S09G0092300	Brast09G091700
Brahy.S09G0092400	Brast09G091800
Brahy.S09G0092600	Brast09G091900
Brahy.S09G0092900	Brast09G092000
Brahy.S09G0093000	Brast09G092100
Brahy.S09G0093100	Brast09G092200
Brahy.S09G0093200	Brast09G092300
Brahy.S09G0093400	Brast09G092400
Brahy.S09G0093500	Brast09G092500
Brahy.S09G0093600	Brast09G092600
Brahy.S09G0093800	Brast09G092700
Brahy.S09G0093900	Brast09G092800
Brahy.S09G0094000	Brast09G092900
Brahy.S09G0094100	Brast09G093000
Brahy.S09G0094200	Brast09G093100
Brahy.S09G0094300	Brast09G093200
Brahy.S09G0094400	Brast09G093300
Brahy.S09G0094500	Brast09G093400
Brahy.S09G0094600	Brast09G093500
Brahy.S09G0094700	Brast09G093600
Brahy.S09G0094800	Brast09G093700
Brahy.S09G0094900	Brast09G093800
Brahy.S09G0095000	Brast09G093900
Brahy.S09G0095100	Brast09G094000
Brahy.S09G0095200	Brast09G094100
Brahy.S09G0095300	Brast09G094200
Brahy.S09G0095400	Brast09G094300
Brahy.S09G0095500	Brast09G094400
Brahy.S09G0095600	Brast09G094500
Brahy.S09G0095700	Brast09G094600
Brahy.S09G0095800	Brast09G094700
Brahy.S09G0095900	Brast09G094800
Brahy.S09G0096000	Brast09G094900
Brahy.S09G0096100	Brast09G095000
Brahy.S09G0096200	Brast09G095200
Brahy.S09G0096300	Brast09G095300
Brahy.S09G0096400	Brast09G095400
Brahy.S09G0096500	Brast09G095500
Brahy.S09G0096600	Brast09G095600
Brahy.S09G0096700	Brast09G095700
Brahy.S09G0096800	Brast09G095800
Brahy.S09G0097000	Brast09G095900
Brahy.S09G0097100	Brast09G096100
Brahy.S09G0097200	Brast09G096200
Brahy.S09G0097300	Brast09G096300
Brahy.S09G0097400	Brast09G096400
Brahy.S09G0097500	Brast09G096500
Brahy.S09G0097600	Brast09G096600
Brahy.S09G0097700	Brast09G096700
Brahy.S09G0097800	Brast09G096800
Brahy.S09G0097900	Brast09G096900
Brahy.S09G0098000	Brast09G097000
Brahy.S09G0098100	Brast09G097100
Brahy.S09G0098200	Brast09G097200
Brahy.S09G0098300	Brast09G097300
Brahy.S09G0098400	Brast09G097400
Brahy.S09G0098500	Brast09G097500
Brahy.S09G0098600	Brast09G097600
Brahy.S09G0098800	Brast09G097800
Brahy.S09G0098900	Brast09G097900
Brahy.S09G0099000	Brast09G098000
Brahy.S09G0099100	Brast09G098100
Brahy.S09G0099200	Brast09G098200
Brahy.S09G0099300	Brast09G098300
Brahy.S09G0099400	Brast09G098400
Brahy.S09G0099500	Brast09G098500
Brahy.S09G0099600	Brast09G098600
Brahy.S09G0099700	Brast09G098700
Brahy.S09G0099800	Brast09G098800
Brahy.S09G0099900	Brast09G098900
Brahy.S09G0100000	Brast09G099100
Brahy.S09G0100300	Brast09G099400
Brahy.S09G0100400	Brast09G099500
Brahy.S09G0100500	Brast09G099600
Brahy.S09G0100600	Brast09G099700
Brahy.S09G0100700	Brast09G099800
Brahy.S09G0100900	Brast09G099900
Brahy.S09G0101000	Brast09G100000
Brahy.S09G0101100	Brast09G100100
Brahy.S09G0101200	Brast09G100200
Brahy.S09G0101300	Brast09G100300
Brahy.S09G0101500	Brast09G100500
Brahy.S09G0101600	Brast09G100600
Brahy.S09G0101800	Brast09G100800
Brahy.S09G0101900	Brast09G100900
Brahy.S09G0102000	Brast09G101000
Brahy.S09G0102100	Brast09G101100
Brahy.S09G0102200	Brast09G101200
Brahy.S09G0102400	Brast09G101300
Brahy.S09G0102600	Brast09G101500
Brahy.S09G0102700	Brast09G101600
Brahy.S09G0103000	Brast09G101800
Brahy.S09G0103100	Brast09G101900
Brahy.S09G0103200	Brast09G102000
Brahy.S09G0103400	Brast09G102200
Brahy.S09G0103600	Brast09G102400
Brahy.S09G0103700	Brast09G102500
Brahy.S09G0103800	Brast09G102600
Brahy.S09G0103900	Brast09G102700
Brahy.S09G0104000	Brast09G102800
Brahy.S09G0104200	Brast09G102900
Brahy.S09G0104400	Brast09G103000
Brahy.S09G0104500	Brast09G103100
Brahy.S09G0104800	Brast09G103200
Brahy.S09G0104900	Brast09G103400
Brahy.S09G0105000	Brast09G103500
Brahy.S09G0105100	Brast09G103600
Brahy.S09G0105200	Brast09G103700
Brahy.S09G0105300	Brast09G103800
Brahy.S09G0105400	Brast09G103900
Brahy.S09G0105500	Brast09G104000
Brahy.S09G0105700	Brast09G104200
Brahy.S09G0105800	Brast09G104300
Brahy.S09G0105900	Brast09G104400
Brahy.S09G0106000	Brast09G104500
Brahy.S09G0106200	Brast09G104700
Brahy.S09G0106300	Brast09G104800
Brahy.S09G0106400	Brast09G104900
Brahy.S09G0106500	Brast09G105000
Brahy.S09G0106600	Brast09G105200
Brahy.S09G0106700	Brast09G105300
Brahy.S09G0106800	Brast09G105400
Brahy.S09G0107000	Brast09G105600
Brahy.S09G0107100	Brast09G105700
Brahy.S09G0107300	Brast09G105900
Brahy.S09G0107400	Brast09G106000
Brahy.S09G0107500	Brast09G106100
Brahy.S09G0107600	Brast09G106200
Brahy.S09G0107700	Brast09G106300
Brahy.S09G0107800	Brast09G106400
Brahy.S09G0108000	Brast09G106600
Brahy.S09G0108100	Brast09G106700
Brahy.S09G0108200	Brast09G106800
Brahy.S09G0108300	Brast09G106900
Brahy.S09G0108600	Brast09G107100
Brahy.S09G0108700	Brast09G107200
Brahy.S09G0108800	Brast09G107300
Brahy.S09G0108900	Brast09G107400
Brahy.S09G0109100	Brast09G107600
Brahy.S09G0109300	Brast09G107800
Brahy.S09G0109400	Brast09G107900
Brahy.S09G0109500	Brast09G108000
Brahy.S09G0109600	Brast09G108100
Brahy.S09G0109700	Brast09G108200
Brahy.S09G0109800	Brast09G108300
Brahy.S09G0109900	Brast09G108400
Brahy.S09G0110000	Brast09G108500
Brahy.S09G0110100	Brast09G108600
Brahy.S09G0110200	Brast09G108700
Brahy.S09G0110400	Brast09G108900
Brahy.S09G0110500	Brast09G109000
Brahy.S09G0110600	Brast09G109100
Brahy.S09G0110700	Brast09G109200
Brahy.S09G0110900	Brast09G109300
Brahy.S09G0111100	Brast09G109400
Brahy.S09G0111200	Brast09G109500
Brahy.S09G0111300	Brast09G109600
Brahy.S09G0111500	Brast09G109800
Brahy.S09G0111600	Brast09G109900
Brahy.S09G0111700	Brast09G110000
Brahy.S09G0111900	Brast09G110100
Brahy.S09G0112000	Brast09G110200
Brahy.S09G0112100	Brast09G110300
Brahy.S09G0112200	Brast09G110400
Brahy.S09G0112300	Brast09G110500
Brahy.S09G0112400	Brast09G110600
Brahy.S09G0112500	Brast09G110700
Brahy.S09G0112600	Brast09G110800
Brahy.S09G0112700	Brast09G110900
Brahy.S09G0112800	Brast09G111000
Brahy.S09G0112900	Brast09G111100
Brahy.S09G0113100	Brast09G111200
Brahy.S09G0113300	Brast09G111400
Brahy.S09G0113400	Brast09G111500
Brahy.S09G0113500	Brast09G111600
Brahy.S09G0113600	Brast09G111700
Brahy.S09G0113700	Brast09G111800
Brahy.S09G0113800	Brast09G111900
Brahy.S09G0113900	Brast09G112000
Brahy.S09G0114000	Brast09G112100
Brahy.S09G0114100	Brast09G112200
Brahy.S09G0114200	Brast09G112300
Brahy.S09G0114300	Brast09G112400
Brahy.S09G0114400	Brast09G112500
Brahy.S09G0114500	Brast09G112600
Brahy.S09G0114600	Brast09G112700
Brahy.S09G0114700	Brast09G112800
Brahy.S09G0114800	Brast09G112900
Brahy.S09G0115000	Brast09G113000
Brahy.S09G0115100	Brast09G113200
Brahy.S09G0115200	Brast09G113300
Brahy.S09G0115300	Brast09G113400
Brahy.S09G0115600	Brast09G113500
Brahy.S09G0115700	Brast09G113600
Brahy.S09G0116000	Brast09G113700
Brahy.S09G0116100	Brast09G113800
Brahy.S09G0116200	Brast09G113900
Brahy.S09G0116300	Brast09G114000
Brahy.S09G0116400	Brast09G114100
Brahy.S09G0116500	Brast09G114200
Brahy.S09G0116600	Brast09G114300
Brahy.S09G0116700	Brast09G114400
Brahy.S09G0116800	Brast09G114500
Brahy.S09G0116900	Brast09G114600
Brahy.S09G0117000	Brast09G114800
Brahy.S09G0117100	Brast09G114900
Brahy.S09G0117200	Brast09G115000
Brahy.S09G0117300	Brast09G115100
Brahy.S09G0117400	Brast09G115200
Brahy.S09G0117500	Brast09G115300
Brahy.S09G0117600	Brast09G115400
Brahy.S09G0117700	Brast09G115500
Brahy.S09G0118000	Brast09G115700
Brahy.S09G0118100	Brast09G115800
Brahy.S09G0118200	Brast09G115900
Brahy.S09G0118500	Brast09G116000
Brahy.S09G0118600	Brast09G116100
Brahy.S09G0118700	Brast09G116200
Brahy.S09G0118800	Brast09G116300
Brahy.S09G0118900	Brast09G116400
Brahy.S09G0119000	Brast09G116500
Brahy.S09G0119100	Brast09G116600
Brahy.S09G0119200	Brast09G116700
Brahy.S09G0119300	Brast09G116800
Brahy.S09G0119400	Brast09G116900
Brahy.S09G0119600	Brast09G117100
Brahy.S09G0119700	Brast09G117200
Brahy.S09G0119800	Brast09G117300
Brahy.S09G0119900	Brast09G117400
Brahy.S09G0120000	Brast09G117500
Brahy.S09G0120100	Brast09G117600
Brahy.S09G0120200	Brast09G117700
Brahy.S09G0120300	Brast09G117800
Brahy.S09G0120500	Brast09G117900
Brahy.S09G0120600	Brast09G118000
Brahy.S09G0120700	Brast09G118100
Brahy.S09G0120800	Brast09G118200
Brahy.S09G0120900	Brast09G118300
Brahy.S09G0121000	Brast09G118400
Brahy.S09G0121100	Brast09G118500
Brahy.S09G0121200	Brast09G118600
Brahy.S09G0121300	Brast09G118700
Brahy.S09G0121400	Brast09G118800
Brahy.S09G0121500	Brast09G118900
Brahy.S09G0121600	Brast09G119000
Brahy.S09G0121700	Brast09G119100
Brahy.S09G0121800	Brast09G119200
Brahy.S09G0122100	Brast09G119400
Brahy.S09G0122200	Brast09G119500
Brahy.S09G0122300	Brast09G119600
Brahy.S09G0122400	Brast09G119700
Brahy.S09G0122500	Brast09G119800
Brahy.S09G0122600	Brast09G119900
Brahy.S09G0122700	Brast09G120000
Brahy.S09G0122800	Brast09G120100
Brahy.S09G0122900	Brast09G120200
Brahy.S09G0123000	Brast09G120300
Brahy.S09G0123100	Brast09G120400
Brahy.S09G0123300	Brast09G120600
Brahy.S09G0123400	Brast09G120700
Brahy.S09G0123500	Brast09G120800
Brahy.S09G0123600	Brast09G120900
Brahy.S09G0123700	Brast09G121000
Brahy.S09G0123800	Brast09G121100
Brahy.S09G0123900	Brast09G121200
Brahy.S09G0124000	Brast09G121300
Brahy.S09G0124100	Brast09G121400
Brahy.S09G0124200	Brast09G121500
Brahy.S09G0124300	Brast09G121600
Brahy.S09G0124400	Brast09G121700
Brahy.S09G0124500	Brast09G121800
Brahy.S09G0124600	Brast09G121900
Brahy.S09G0124700	Brast09G122000
Brahy.S09G0124800	Brast09G122100
Brahy.S09G0124900	Brast09G122200
Brahy.S09G0125000	Brast09G122300
Brahy.S09G0125100	Brast09G122400
Brahy.S09G0125200	Brast09G122500
Brahy.S09G0125300	Brast09G122600
Brahy.S09G0125400	Brast09G122700
Brahy.S09G0125600	Brast09G122800
Brahy.S09G0125700	Brast09G122900
Brahy.S09G0125800	Brast09G123000
Brahy.S09G0125900	Brast09G123100
Brahy.S09G0126200	Brast09G123200
Brahy.S09G0126300	Brast09G123400
Brahy.S09G0126400	Brast09G123500
Brahy.S09G0126500	Brast09G123600
Brahy.S09G0126600	Brast09G123700
Brahy.S09G0126700	Brast09G123800
Brahy.S09G0126800	Brast09G123900
Brahy.S09G0126900	Brast09G124000
Brahy.S09G0127000	Brast09G124100
Brahy.S09G0127200	Brast09G124200
Brahy.S09G0127300	Brast09G124300
Brahy.S09G0127400	Brast09G124500
Brahy.S09G0127500	Brast09G124600
Brahy.S09G0127600	Brast09G124700
Brahy.S09G0127700	Brast09G124800
Brahy.S09G0127800	Brast09G124900
Brahy.S09G0127900	Brast09G125000
Brahy.S09G0128000	Brast09G125100
Brahy.S09G0128100	Brast09G125200
Brahy.S09G0128300	Brast09G125300
Brahy.S09G0128400	Brast09G125400
Brahy.S09G0128500	Brast09G125500
Brahy.S09G0128600	Brast09G125600
Brahy.S09G0128700	Brast09G125700
Brahy.S09G0128800	Brast09G125800
Brahy.S09G0128900	Brast09G125900
Brahy.S09G0129100	Brast09G126000
Brahy.S09G0129200	Brast09G126100
Brahy.S09G0129400	Brast09G126300
Brahy.S09G0129500	Brast09G126400
Brahy.S09G0129600	Brast09G126500
Brahy.S09G0129700	Brast09G126600
Brahy.S09G0129800	Brast09G126700
Brahy.S09G0129900	Brast09G126800
Brahy.S09G0130000	Brast09G126900
Brahy.S09G0130100	Brast09G127000
Brahy.S09G0130200	Brast09G127100
Brahy.S09G0130300	Brast09G127200
Brahy.S09G0130400	Brast09G127300
Brahy.S09G0130500	Brast09G127400
Brahy.S09G0130600	Brast09G127500
Brahy.S09G0130700	Brast09G127600
Brahy.S09G0130900	Brast09G127700
Brahy.S09G0131000	Brast09G127800
Brahy.S09G0131100	Brast09G127900
Brahy.S09G0131200	Brast09G128000
Brahy.S09G0131300	Brast09G128200
Brahy.S09G0131400	Brast09G128300
Brahy.S09G0131500	Brast09G128400
Brahy.S09G0131600	Brast09G128500
Brahy.S09G0131700	Brast09G128600
Brahy.S09G0131800	Brast09G128700
Brahy.S09G0131900	Brast09G128800
Brahy.S09G0132100	Brast09G128900
Brahy.S09G0132300	Brast09G129100
Brahy.S09G0132400	Brast09G129300
Brahy.S09G0132500	Brast09G129400
Brahy.S09G0132600	Brast09G129500
Brahy.S09G0132700	Brast09G129600
Brahy.S09G0132900	Brast09G129800
Brahy.S09G0133000	Brast09G129900
Brahy.S09G0133100	Brast09G130000
Brahy.S09G0133300	Brast09G130200
Brahy.S09G0133400	Brast09G130300
Brahy.S09G0133500	Brast09G130400
Brahy.S09G0133600	Brast09G130500
Brahy.S09G0133700	Brast09G130600
Brahy.S09G0133900	Brast09G130700
Brahy.S09G0134000	Brast09G130900
Brahy.S09G0134100	Brast09G131000
Brahy.S09G0134200	Brast09G131100
Brahy.S09G0134300	Brast09G131200
Brahy.S09G0134400	Brast09G131300
Brahy.S09G0134500	Brast09G131400
Brahy.S09G0134600	Brast09G131500
Brahy.S09G0134700	Brast09G131600
Brahy.S09G0134800	Brast09G131700
Brahy.S09G0134900	Brast09G131800
Brahy.S09G0135100	Brast09G131900
Brahy.S09G0135200	Brast09G132000
Brahy.S09G0135300	Brast09G132100
Brahy.S09G0135400	Brast09G132200
Brahy.S09G0135500	Brast09G132300
Brahy.S09G0135600	Brast09G132400
Brahy.S09G0135700	Brast09G132500
Brahy.S09G0135800	Brast09G132600
Brahy.S09G0135900	Brast09G132700
Brahy.S09G0136000	Brast09G132800
Brahy.S09G0136100	Brast09G132900
Brahy.S09G0136200	Brast09G133000
Brahy.S09G0136300	Brast09G133100
Brahy.S09G0136400	Brast09G133200
Brahy.S09G0136500	Brast09G133300
Brahy.S09G0136600	Brast09G133400
Brahy.S09G0136700	Brast09G133500
Brahy.S09G0136800	Brast09G133600
Brahy.S09G0136900	Brast09G133700
Brahy.S09G0137000	Brast09G133800
Brahy.S09G0137100	Brast09G133900
Brahy.S09G0137300	Brast09G134000
Brahy.S09G0137400	Brast09G134100
Brahy.S09G0137500	Brast09G134200
Brahy.S09G0137600	Brast09G134300
Brahy.S09G0137700	Brast09G134400
Brahy.S09G0137800	Brast09G134500
Brahy.S09G0137900	Brast09G134600
Brahy.S09G0138000	Brast09G134700
Brahy.S09G0138100	Brast09G134800
Brahy.S09G0138200	Brast09G134900
Brahy.S09G0138300	Brast09G135000
Brahy.S09G0138400	Brast09G135100
Brahy.S09G0138500	Brast09G135200
Brahy.S09G0138600	Brast09G135300
Brahy.S09G0138700	Brast09G135400
Brahy.S09G0138800	Brast09G135600
Brahy.S09G0138900	Brast09G135700
Brahy.S09G0139000	Brast09G135800
Brahy.S09G0139100	Brast09G136000
Brahy.S09G0139200	Brast09G136100
Brahy.S09G0139300	Brast09G136200
Brahy.S09G0139500	Brast09G136300
Brahy.S09G0139600	Brast09G136400
Brahy.S09G0139700	Brast09G136500
Brahy.S09G0139800	Brast09G136600
Brahy.S09G0139900	Brast09G136700
Brahy.S09G0140000	Brast09G136800
Brahy.S09G0140100	Brast09G137000
Brahy.S09G0140200	Brast09G137100
Brahy.S09G0140300	Brast09G137200
Brahy.S09G0140400	Brast09G137300
