bhsid	bsid
Brahy.S01G0242400	Brast01G226500
Brahy.S01G0242500	Brast01G226600
Brahy.S01G0242600	Brast01G226700
Brahy.S01G0242700	Brast01G226800
Brahy.S01G0242800	Brast01G226900
Brahy.S01G0242900	Brast01G227000
Brahy.S01G0243000	Brast01G227100
Brahy.S01G0243100	Brast01G227200
Brahy.S01G0243200	Brast01G227300
Brahy.S01G0243300	Brast01G227400
Brahy.S01G0243400	Brast01G227600
Brahy.S01G0243500	Brast01G227700
Brahy.S01G0243600	Brast01G227900
Brahy.S01G0243800	Brast01G228100
Brahy.S01G0243900	Brast01G228200
Brahy.S01G0244000	Brast01G228300
Brahy.S01G0244100	Brast01G228400
Brahy.S01G0244300	Brast01G228500
Brahy.S01G0244400	Brast01G228600
Brahy.S01G0244500	Brast01G228700
Brahy.S01G0244600	Brast01G228800
Brahy.S01G0245100	Brast01G229000
Brahy.S01G0245300	Brast01G229100
Brahy.S01G0245400	Brast01G229200
Brahy.S01G0245500	Brast01G229300
Brahy.S01G0245700	Brast01G229400
Brahy.S01G0245800	Brast01G229500
Brahy.S01G0245900	Brast01G229600
Brahy.S01G0246000	Brast01G229700
Brahy.S01G0246100	Brast01G229800
Brahy.S01G0246200	Brast01G229900
Brahy.S01G0246300	Brast01G230000
Brahy.S01G0246400	Brast01G230100
Brahy.S01G0246600	Brast01G230200
Brahy.S01G0246800	Brast01G230300
Brahy.S01G0246900	Brast01G230400
Brahy.S01G0247000	Brast01G230500
Brahy.S01G0247100	Brast01G230600
Brahy.S01G0247200	Brast01G230700
Brahy.S01G0247300	Brast01G230800
Brahy.S01G0247500	Brast01G230900
Brahy.S01G0247600	Brast01G231000
Brahy.S01G0247700	Brast01G231100
Brahy.S01G0247800	Brast01G231200
Brahy.S01G0247900	Brast01G231300
Brahy.S01G0248000	Brast01G231400
Brahy.S01G0248200	Brast01G231500
Brahy.S01G0248300	Brast01G231600
Brahy.S01G0248400	Brast01G231700
Brahy.S01G0248500	Brast01G231800
Brahy.S01G0248600	Brast01G231900
Brahy.S01G0248700	Brast01G232000
Brahy.S01G0248800	Brast01G232100
Brahy.S01G0248900	Brast01G232200
Brahy.S01G0249000	Brast01G232300
Brahy.S01G0249200	Brast01G232400
Brahy.S01G0249300	Brast01G232500
Brahy.S01G0249400	Brast01G232600
Brahy.S01G0249500	Brast01G232700
Brahy.S01G0249600	Brast01G232800
Brahy.S01G0249700	Brast01G232900
Brahy.S01G0249800	Brast01G233000
Brahy.S01G0249900	Brast01G233100
Brahy.S01G0250000	Brast01G233200
Brahy.S01G0250100	Brast01G233300
Brahy.S01G0250200	Brast01G233400
Brahy.S01G0250300	Brast01G233500
Brahy.S01G0250400	Brast01G233600
Brahy.S01G0250500	Brast01G233700
Brahy.S01G0250600	Brast01G233800
Brahy.S01G0250700	Brast01G233900
Brahy.S01G0250800	Brast01G234000
Brahy.S01G0250900	Brast01G234100
Brahy.S01G0251000	Brast01G234200
Brahy.S01G0251100	Brast01G234300
Brahy.S01G0251300	Brast01G234500
Brahy.S01G0251400	Brast01G234600
Brahy.S01G0251600	Brast01G234700
Brahy.S01G0251700	Brast01G234800
Brahy.S01G0251800	Brast01G234900
Brahy.S01G0251900	Brast01G235000
Brahy.S01G0258100	Brast01G251800
Brahy.S01G0258200	Brast01G251900
Brahy.S01G0258300	Brast01G252000
Brahy.S01G0258400	Brast01G252100
Brahy.S01G0258500	Brast01G252300
Brahy.S01G0258600	Brast01G252400
Brahy.S01G0258700	Brast01G252600
Brahy.S01G0258800	Brast01G252700
Brahy.S01G0258900	Brast01G252800
Brahy.S01G0259000	Brast01G252900
Brahy.S01G0259100	Brast01G253000
Brahy.S01G0259200	Brast01G253100
Brahy.S01G0259400	Brast01G253200
Brahy.S01G0259500	Brast01G253300
Brahy.S01G0259600	Brast01G253400
Brahy.S01G0259700	Brast01G253500
Brahy.S01G0259800	Brast01G253600
Brahy.S01G0259900	Brast01G253700
Brahy.S01G0260300	Brast01G253800
Brahy.S01G0260500	Brast01G253900
Brahy.S01G0260600	Brast01G254000
Brahy.S01G0260800	Brast01G254900
Brahy.S01G0263100	Brast01G255700
Brahy.S01G0263900	Brast01G256400
Brahy.S01G0264100	Brast01G257700
Brahy.S01G0264200	Brast01G257800
Brahy.S01G0264400	Brast01G257900
Brahy.S01G0264500	Brast01G258000
Brahy.S01G0264600	Brast01G258100
Brahy.S01G0264700	Brast01G258200
Brahy.S01G0264800	Brast01G258300
Brahy.S01G0265000	Brast01G258400
Brahy.S01G0265300	Brast01G258600
Brahy.S01G0265400	Brast01G258700
Brahy.S01G0265600	Brast01G258800
Brahy.S01G0265700	Brast01G258900
Brahy.S01G0265800	Brast01G259000
Brahy.S01G0265900	Brast01G259100
Brahy.S01G0266000	Brast01G259200
Brahy.S01G0266300	Brast01G259300
Brahy.S01G0266400	Brast01G259400
Brahy.S01G0266600	Brast01G259500
Brahy.S01G0266700	Brast01G259600
Brahy.S01G0266800	Brast01G259700
Brahy.S01G0266900	Brast01G259800
Brahy.S01G0267000	Brast01G259900
Brahy.S01G0267100	Brast01G260000
Brahy.S01G0267200	Brast01G260100
Brahy.S01G0267400	Brast01G260200
Brahy.S01G0267500	Brast01G260300
Brahy.S01G0267600	Brast01G260400
Brahy.S01G0267700	Brast01G260500
Brahy.S01G0267800	Brast01G260600
Brahy.S01G0267900	Brast01G260700
Brahy.S01G0268000	Brast01G260800
Brahy.S01G0268100	Brast01G260900
Brahy.S01G0268300	Brast01G261000
Brahy.S01G0268400	Brast01G261100
Brahy.S01G0268500	Brast01G261200
Brahy.S01G0268700	Brast01G261300
Brahy.S01G0268800	Brast01G261400
Brahy.S01G0268900	Brast01G261500
Brahy.S01G0269000	Brast01G261600
Brahy.S01G0269200	Brast01G261700
Brahy.S01G0269300	Brast01G261900
Brahy.S01G0269400	Brast01G262000
Brahy.S01G0269500	Brast01G262100
Brahy.S01G0269600	Brast01G262200
Brahy.S01G0269700	Brast01G262300
Brahy.S01G0269800	Brast01G262400
Brahy.S01G0270000	Brast01G262600
Brahy.S01G0270100	Brast01G262700
Brahy.S01G0270200	Brast01G262800
Brahy.S01G0270300	Brast01G262900
Brahy.S01G0270400	Brast01G263000
Brahy.S01G0270500	Brast01G263100
Brahy.S01G0270700	Brast01G263200
Brahy.S01G0270800	Brast01G263300
Brahy.S01G0270900	Brast01G263400
Brahy.S01G0271000	Brast01G263500
Brahy.S01G0271300	Brast01G263600
Brahy.S01G0271400	Brast01G263700
Brahy.S01G0271500	Brast01G263800
Brahy.S01G0271600	Brast01G263900
Brahy.S01G0271700	Brast01G264000
Brahy.S01G0271800	Brast01G264100
Brahy.S01G0271900	Brast01G264200
Brahy.S01G0272000	Brast01G264400
Brahy.S01G0272100	Brast01G264500
Brahy.S01G0272200	Brast01G264600
Brahy.S01G0272400	Brast01G264700
Brahy.S01G0272500	Brast01G264800
Brahy.S01G0272700	Brast01G264900
Brahy.S01G0272800	Brast01G265000
Brahy.S01G0272900	Brast01G265100
Brahy.S01G0273000	Brast01G265200
Brahy.S01G0273100	Brast01G265300
Brahy.S01G0273200	Brast01G265400
Brahy.S01G0273300	Brast01G265500
Brahy.S01G0273400	Brast01G265600
Brahy.S01G0273500	Brast01G265700
Brahy.S01G0273600	Brast01G265800
Brahy.S01G0273700	Brast01G265900
Brahy.S01G0273800	Brast01G266000
Brahy.S01G0273900	Brast01G266100
Brahy.S01G0274000	Brast01G266200
Brahy.S01G0274100	Brast01G266300
Brahy.S01G0274200	Brast01G266400
Brahy.S01G0274600	Brast01G266500
Brahy.S01G0274700	Brast01G266600
Brahy.S01G0274900	Brast01G266900
Brahy.S01G0275000	Brast01G267000
Brahy.S01G0275100	Brast01G267100
Brahy.S01G0275200	Brast01G267200
Brahy.S01G0275300	Brast01G267300
Brahy.S01G0275400	Brast01G267400
Brahy.S01G0275700	Brast01G267500
Brahy.S01G0275800	Brast01G267600
Brahy.S01G0275900	Brast01G267700
Brahy.S01G0276000	Brast01G267800
Brahy.S01G0276100	Brast01G267900
Brahy.S01G0276200	Brast01G268000
Brahy.S01G0276500	Brast01G268200
Brahy.S01G0276600	Brast01G268300
Brahy.S01G0276700	Brast01G268400
Brahy.S01G0276900	Brast01G268500
Brahy.S01G0277000	Brast01G268600
Brahy.S01G0277100	Brast01G268700
Brahy.S01G0277400	Brast01G269000
Brahy.S01G0277500	Brast01G269100
Brahy.S01G0277600	Brast01G269200
Brahy.S01G0277800	Brast01G269300
Brahy.S01G0277900	Brast01G269400
Brahy.S01G0278000	Brast01G269500
Brahy.S01G0278100	Brast01G269600
Brahy.S01G0278200	Brast01G269700
Brahy.S01G0278300	Brast01G269800
Brahy.S01G0278400	Brast01G269900
Brahy.S01G0278500	Brast01G270000
Brahy.S01G0278600	Brast01G270100
Brahy.S01G0278700	Brast01G270200
Brahy.S01G0278800	Brast01G270300
Brahy.S01G0279000	Brast01G270500
Brahy.S01G0279100	Brast01G270600
Brahy.S01G0279200	Brast01G270700
Brahy.S01G0279300	Brast01G270800
Brahy.S01G0279400	Brast01G270900
Brahy.S01G0279700	Brast01G271000
Brahy.S01G0279800	Brast01G271100
Brahy.S01G0279900	Brast01G271200
Brahy.S01G0280000	Brast01G271300
Brahy.S01G0280100	Brast01G271400
Brahy.S01G0280200	Brast01G271500
Brahy.S01G0280300	Brast01G271600
Brahy.S01G0280400	Brast01G271700
Brahy.S01G0280500	Brast01G271800
Brahy.S01G0280600	Brast01G271900
Brahy.S01G0280700	Brast01G272000
Brahy.S01G0280800	Brast01G272100
Brahy.S01G0280900	Brast01G272200
Brahy.S01G0281000	Brast01G272300
Brahy.S01G0281100	Brast01G272400
Brahy.S01G0281200	Brast01G272500
Brahy.S01G0281300	Brast01G272600
Brahy.S01G0281400	Brast01G272700
Brahy.S01G0281500	Brast01G272800
Brahy.S01G0281600	Brast01G272900
Brahy.S01G0281700	Brast01G273000
Brahy.S01G0281800	Brast01G273100
Brahy.S01G0281900	Brast01G273200
Brahy.S01G0282000	Brast01G273300
Brahy.S01G0282100	Brast01G273400
Brahy.S01G0282300	Brast01G273500
Brahy.S01G0282400	Brast01G273600
Brahy.S01G0282500	Brast01G273700
Brahy.S01G0282600	Brast01G273800
Brahy.S01G0282700	Brast01G273900
Brahy.S01G0282800	Brast01G274000
Brahy.S01G0282900	Brast01G274100
Brahy.S01G0283000	Brast01G274200
Brahy.S01G0283100	Brast01G274300
Brahy.S01G0283200	Brast01G274400
Brahy.S01G0283400	Brast01G274600
Brahy.S01G0283500	Brast01G274700
Brahy.S01G0283600	Brast01G274800
Brahy.S01G0283700	Brast01G274900
Brahy.S01G0283800	Brast01G275000
Brahy.S01G0283900	Brast01G275100
Brahy.S01G0284000	Brast01G275200
Brahy.S01G0284100	Brast01G275300
Brahy.S01G0284200	Brast01G275400
Brahy.S01G0284300	Brast01G275500
Brahy.S01G0284400	Brast01G275600
Brahy.S01G0284500	Brast01G275700
Brahy.S01G0284600	Brast01G275800
Brahy.S01G0284700	Brast01G275900
Brahy.S01G0284800	Brast01G276000
Brahy.S01G0285000	Brast01G276100
Brahy.S01G0285400	Brast01G276200
Brahy.S01G0285500	Brast01G276300
Brahy.S01G0285600	Brast01G276500
Brahy.S01G0285700	Brast01G276600
Brahy.S01G0285800	Brast01G276700
Brahy.S01G0286000	Brast01G276900
Brahy.S01G0286100	Brast01G277000
Brahy.S01G0286200	Brast01G277100
Brahy.S01G0286300	Brast01G277200
Brahy.S01G0286400	Brast01G277300
Brahy.S01G0286500	Brast01G277400
Brahy.S01G0286600	Brast01G277500
Brahy.S01G0286700	Brast01G277600
Brahy.S01G0286800	Brast01G277700
Brahy.S01G0286900	Brast01G277900
Brahy.S01G0287000	Brast01G278000
Brahy.S01G0287300	Brast01G278200
Brahy.S01G0287400	Brast01G278300
Brahy.S01G0287500	Brast01G278400
Brahy.S01G0287600	Brast01G278500
Brahy.S01G0287700	Brast01G278600
Brahy.S01G0287800	Brast01G278700
Brahy.S01G0287900	Brast01G278800
Brahy.S01G0288200	Brast01G279000
Brahy.S01G0288300	Brast01G279100
Brahy.S01G0288400	Brast01G279200
Brahy.S01G0288600	Brast01G279300
Brahy.S01G0288700	Brast01G279400
Brahy.S01G0288800	Brast01G279500
Brahy.S01G0288900	Brast01G279600
Brahy.S01G0289000	Brast01G279700
Brahy.S01G0289100	Brast01G279800
Brahy.S01G0289200	Brast01G279900
Brahy.S01G0289300	Brast01G280000
Brahy.S01G0289400	Brast01G280100
Brahy.S01G0289600	Brast01G280300
Brahy.S01G0289700	Brast01G280400
Brahy.S01G0289900	Brast01G280500
Brahy.S01G0290000	Brast01G280600
Brahy.S01G0290100	Brast01G280800
Brahy.S01G0290200	Brast01G280900
Brahy.S01G0290400	Brast01G281100
Brahy.S01G0290500	Brast01G281200
Brahy.S01G0290600	Brast01G281300
Brahy.S01G0290700	Brast01G281400
Brahy.S01G0290800	Brast01G281500
Brahy.S01G0290900	Brast01G281600
Brahy.S01G0291100	Brast01G281700
Brahy.S01G0291200	Brast01G281800
Brahy.S01G0291300	Brast01G281900
Brahy.S01G0291400	Brast01G282000
Brahy.S01G0291500	Brast01G282200
Brahy.S01G0291600	Brast01G282300
Brahy.S01G0291800	Brast01G282400
Brahy.S01G0291900	Brast01G282500
Brahy.S01G0292000	Brast01G282600
Brahy.S01G0292100	Brast01G282700
Brahy.S01G0292200	Brast01G282800
Brahy.S01G0292300	Brast01G282900
Brahy.S01G0292500	Brast01G283000
Brahy.S01G0292600	Brast01G283100
Brahy.S01G0292700	Brast01G283200
Brahy.S01G0292800	Brast01G283300
Brahy.S01G0293000	Brast01G283400
Brahy.S01G0293100	Brast01G283500
Brahy.S01G0293200	Brast01G283600
Brahy.S01G0293300	Brast01G283700
Brahy.S01G0293400	Brast01G283800
Brahy.S01G0293500	Brast01G283900
Brahy.S01G0293600	Brast01G284000
Brahy.S01G0293700	Brast01G284100
Brahy.S01G0293800	Brast01G284200
Brahy.S01G0294000	Brast01G284300
Brahy.S01G0294100	Brast01G284400
Brahy.S01G0294200	Brast01G284500
Brahy.S01G0294300	Brast01G284600
Brahy.S01G0294500	Brast01G284700
Brahy.S01G0294600	Brast01G284800
Brahy.S01G0294700	Brast01G284900
Brahy.S01G0294800	Brast01G285000
Brahy.S01G0294900	Brast01G285100
Brahy.S01G0295100	Brast01G285200
Brahy.S01G0295200	Brast01G285400
Brahy.S01G0295300	Brast01G285500
Brahy.S01G0295400	Brast01G285600
Brahy.S01G0295700	Brast01G285800
Brahy.S01G0295900	Brast01G285900
Brahy.S01G0296000	Brast01G286000
Brahy.S01G0296100	Brast01G286100
Brahy.S01G0296200	Brast01G286200
Brahy.S01G0296300	Brast01G286300
Brahy.S01G0296400	Brast01G286400
Brahy.S01G0296500	Brast01G286500
Brahy.S01G0296600	Brast01G286600
Brahy.S01G0296800	Brast01G286700
Brahy.S01G0296900	Brast01G286800
Brahy.S01G0297000	Brast01G287100
Brahy.S01G0297100	Brast01G287200
Brahy.S01G0297200	Brast01G287300
Brahy.S01G0297400	Brast01G287400
Brahy.S01G0297500	Brast01G287500
Brahy.S01G0297600	Brast01G287600
Brahy.S01G0297700	Brast01G287700
Brahy.S01G0297800	Brast01G287800
Brahy.S01G0297900	Brast01G287900
Brahy.S01G0298000	Brast01G288000
Brahy.S01G0298100	Brast01G288100
Brahy.S01G0298200	Brast01G288200
Brahy.S01G0298300	Brast01G288300
Brahy.S01G0298400	Brast01G288400
Brahy.S01G0298500	Brast01G288500
Brahy.S01G0298600	Brast01G288600
Brahy.S01G0298800	Brast01G288700
Brahy.S01G0298900	Brast01G288800
Brahy.S01G0299000	Brast01G288900
Brahy.S01G0299100	Brast01G289000
Brahy.S01G0299200	Brast01G289100
Brahy.S01G0299300	Brast01G289200
Brahy.S01G0299400	Brast01G289300
Brahy.S01G0299500	Brast01G289400
Brahy.S01G0299600	Brast01G289500
Brahy.S01G0299700	Brast01G289600
Brahy.S01G0299900	Brast01G289800
Brahy.S01G0300000	Brast01G289900
Brahy.S01G0300100	Brast01G290000
Brahy.S01G0300200	Brast01G290100
Brahy.S01G0300300	Brast01G290200
Brahy.S01G0300400	Brast01G290300
Brahy.S01G0300500	Brast01G290400
Brahy.S01G0300600	Brast01G290500
Brahy.S01G0300700	Brast01G290600
Brahy.S01G0300900	Brast01G290700
Brahy.S01G0301000	Brast01G290800
Brahy.S01G0301100	Brast01G290900
Brahy.S01G0301200	Brast01G291000
Brahy.S01G0301300	Brast01G291100
Brahy.S01G0301400	Brast01G291200
Brahy.S01G0301500	Brast01G291300
Brahy.S01G0301600	Brast01G291400
Brahy.S01G0301700	Brast01G291500
Brahy.S01G0301800	Brast01G291600
Brahy.S01G0301900	Brast01G291700
Brahy.S01G0302000	Brast01G291800
Brahy.S01G0302200	Brast01G291900
Brahy.S01G0302400	Brast01G292100
Brahy.S01G0302500	Brast01G292200
Brahy.S01G0302700	Brast01G292300
Brahy.S01G0302800	Brast01G292400
Brahy.S01G0302900	Brast01G292500
Brahy.S01G0303000	Brast01G292600
Brahy.S01G0303100	Brast01G292700
Brahy.S01G0303200	Brast01G292800
Brahy.S01G0303300	Brast01G292900
Brahy.S01G0303400	Brast01G293000
Brahy.S01G0303700	Brast01G293100
Brahy.S01G0303800	Brast01G293200
Brahy.S01G0303900	Brast01G293300
Brahy.S01G0304000	Brast01G293400
Brahy.S01G0304100	Brast01G293500
Brahy.S01G0304200	Brast01G293600
Brahy.S01G0304300	Brast01G293700
Brahy.S01G0304400	Brast01G293800
Brahy.S01G0304600	Brast01G293900
Brahy.S01G0304700	Brast01G294000
Brahy.S01G0304900	Brast01G294200
Brahy.S01G0305000	Brast01G294300
Brahy.S01G0305100	Brast01G294400
Brahy.S01G0305200	Brast01G294500
Brahy.S01G0305300	Brast01G294600
Brahy.S01G0305400	Brast01G294700
Brahy.S01G0305600	Brast01G294800
Brahy.S01G0305800	Brast01G295000
Brahy.S01G0305900	Brast01G295100
Brahy.S01G0306000	Brast01G295200
Brahy.S01G0306100	Brast01G295300
Brahy.S01G0306300	Brast01G295400
Brahy.S01G0308000	Brast01G296400
Brahy.S01G0309400	Brast01G297800
Brahy.S01G0309600	Brast01G297900
Brahy.S01G0309900	Brast01G298000
Brahy.S01G0310100	Brast01G298100
Brahy.S01G0310200	Brast01G298200
Brahy.S01G0310300	Brast01G298300
Brahy.S01G0310400	Brast01G298400
Brahy.S01G0310600	Brast01G298600
Brahy.S01G0310700	Brast01G298700
Brahy.S01G0311000	Brast01G298800
Brahy.S01G0311100	Brast01G298900
Brahy.S01G0311200	Brast01G299000
Brahy.S01G0311300	Brast01G299100
Brahy.S01G0311400	Brast01G299200
Brahy.S01G0311500	Brast01G299300
Brahy.S01G0311600	Brast01G299400
Brahy.S01G0311700	Brast01G299500
Brahy.S01G0311800	Brast01G299600
Brahy.S01G0311900	Brast01G299700
Brahy.S01G0312000	Brast01G299800
Brahy.S01G0312100	Brast01G299900
Brahy.S01G0312200	Brast01G300000
Brahy.S01G0312300	Brast01G300100
Brahy.S01G0312400	Brast01G300200
Brahy.S01G0312500	Brast01G300300
Brahy.S01G0312600	Brast01G300400
Brahy.S01G0312700	Brast01G300500
Brahy.S01G0313000	Brast01G300600
Brahy.S01G0313100	Brast01G300700
Brahy.S01G0313300	Brast01G300800
Brahy.S01G0313500	Brast01G300900
Brahy.S01G0313600	Brast01G301000
Brahy.S01G0313700	Brast01G301100
Brahy.S01G0313800	Brast01G301200
Brahy.S01G0313900	Brast01G301300
Brahy.S01G0314100	Brast01G301400
Brahy.S01G0314200	Brast01G301500
Brahy.S01G0314300	Brast01G301600
Brahy.S01G0314400	Brast01G301700
Brahy.S01G0314500	Brast01G301800
Brahy.S01G0314600	Brast01G301900
Brahy.S01G0314700	Brast01G302000
Brahy.S01G0314800	Brast01G302100
Brahy.S01G0315000	Brast01G302300
Brahy.S01G0315100	Brast01G302400
Brahy.S01G0315200	Brast01G302500
Brahy.S01G0315500	Brast01G302700
Brahy.S01G0315600	Brast01G302800
Brahy.S01G0315700	Brast01G302900
Brahy.S01G0315800	Brast01G303000
Brahy.S01G0315900	Brast01G303100
Brahy.S01G0316000	Brast01G303200
Brahy.S01G0316100	Brast01G303300
Brahy.S01G0316400	Brast01G303600
Brahy.S01G0316500	Brast01G303700
Brahy.S01G0316700	Brast01G303900
Brahy.S01G0316800	Brast01G304000
Brahy.S01G0316900	Brast01G304100
Brahy.S01G0317000	Brast01G304200
Brahy.S01G0317100	Brast01G304300
Brahy.S01G0317200	Brast01G304400
Brahy.S01G0317300	Brast01G304500
Brahy.S01G0317500	Brast01G304600
Brahy.S01G0317600	Brast01G304700
Brahy.S01G0317700	Brast01G304800
Brahy.S01G0317800	Brast01G304900
Brahy.S01G0317900	Brast01G305000
Brahy.S01G0318000	Brast01G305100
Brahy.S01G0318100	Brast01G305200
Brahy.S01G0318200	Brast01G305300
Brahy.S01G0318400	Brast01G305400
Brahy.S01G0318500	Brast01G305500
Brahy.S01G0318600	Brast01G305600
Brahy.S01G0318800	Brast01G305700
Brahy.S01G0318900	Brast01G305800
Brahy.S01G0319000	Brast01G305900
Brahy.S01G0319400	Brast01G306000
Brahy.S01G0319500	Brast01G306100
Brahy.S01G0319700	Brast01G306200
Brahy.S01G0319800	Brast01G306400
Brahy.S01G0319900	Brast01G306500
Brahy.S01G0320000	Brast01G306600
Brahy.S01G0320100	Brast01G306700
Brahy.S01G0320200	Brast01G306800
Brahy.S01G0320300	Brast01G306900
Brahy.S01G0320400	Brast01G307000
Brahy.S01G0320500	Brast01G307100
Brahy.S01G0320700	Brast01G307200
Brahy.S01G0321200	Brast01G307300
Brahy.S01G0321300	Brast01G307400
Brahy.S01G0321400	Brast01G307500
Brahy.S01G0321500	Brast01G307600
Brahy.S01G0321600	Brast01G307700
Brahy.S01G0321700	Brast01G307800
Brahy.S01G0321800	Brast01G307900
Brahy.S01G0321900	Brast01G308000
Brahy.S01G0322000	Brast01G308100
Brahy.S01G0322100	Brast01G308200
Brahy.S01G0322200	Brast01G308300
Brahy.S01G0322300	Brast01G308400
Brahy.S01G0322400	Brast01G308500
Brahy.S01G0322500	Brast01G308600
Brahy.S01G0322600	Brast01G308700
Brahy.S01G0322700	Brast01G308800
Brahy.S01G0322800	Brast01G308900
Brahy.S01G0322900	Brast01G309000
Brahy.S01G0323000	Brast01G309100
Brahy.S01G0323100	Brast01G309200
Brahy.S01G0323300	Brast01G309300
Brahy.S01G0323400	Brast01G309400
Brahy.S01G0323500	Brast01G309500
Brahy.S01G0323600	Brast01G309600
Brahy.S01G0323800	Brast01G309800
Brahy.S01G0323900	Brast01G309900
Brahy.S01G0324000	Brast01G310000
Brahy.S01G0324200	Brast01G310100
Brahy.S01G0324500	Brast01G310200
Brahy.S01G0324600	Brast01G310300
Brahy.S01G0324700	Brast01G310400
Brahy.S01G0325000	Brast01G310500
Brahy.S01G0325200	Brast01G310900
Brahy.S01G0325700	Brast01G311400
Brahy.S01G0325800	Brast01G311500
Brahy.S01G0325900	Brast01G311600
Brahy.S01G0326000	Brast01G311800
Brahy.S01G0326100	Brast01G312000
Brahy.S01G0326200	Brast01G312100
Brahy.S01G0326400	Brast01G312200
Brahy.S01G0326500	Brast01G312300
Brahy.S01G0326600	Brast01G312400
Brahy.S01G0326700	Brast01G312500
Brahy.S01G0326900	Brast01G312600
Brahy.S01G0327000	Brast01G312700
Brahy.S01G0327200	Brast01G312800
Brahy.S01G0327400	Brast01G313000
Brahy.S01G0327500	Brast01G313100
Brahy.S01G0327600	Brast01G313200
Brahy.S01G0327700	Brast01G313300
Brahy.S01G0327800	Brast01G313400
Brahy.S01G0327900	Brast01G313500
Brahy.S01G0328000	Brast01G313600
Brahy.S01G0328100	Brast01G313700
Brahy.S01G0328200	Brast01G313800
Brahy.S01G0328300	Brast01G313900
Brahy.S01G0328400	Brast01G314100
Brahy.S01G0328500	Brast01G314200
Brahy.S01G0328600	Brast01G314300
Brahy.S01G0328700	Brast01G314400
Brahy.S01G0328800	Brast01G314500
Brahy.S01G0328900	Brast01G314600
Brahy.S01G0329000	Brast01G314700
Brahy.S01G0329100	Brast01G314800
Brahy.S01G0329200	Brast01G314900
Brahy.S01G0329300	Brast01G315000
Brahy.S01G0329400	Brast01G315100
Brahy.S01G0329500	Brast01G315200
Brahy.S01G0329600	Brast01G315300
Brahy.S01G0329700	Brast01G315400
Brahy.S01G0329800	Brast01G315500
Brahy.S01G0329900	Brast01G315600
Brahy.S01G0330000	Brast01G315700
Brahy.S01G0330100	Brast01G315800
Brahy.S01G0330200	Brast01G315900
Brahy.S01G0330300	Brast01G316000
Brahy.S01G0330400	Brast01G316100
Brahy.S01G0330500	Brast01G316200
Brahy.S01G0330600	Brast01G316300
Brahy.S01G0330700	Brast01G316400
Brahy.S01G0330800	Brast01G316500
