	bhdid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
1039	Brahy.S05G0283700	0.0001601365	0.0039136145	0.041560131				
1040	Brahy.S05G0283900	4.86e-05	0.000204012	0.238014308				
1041	Brahy.S05G0295700	0.000362629	0.000761118	0.476441757				
1042	Brahy.S05G0300500	0.0020108803333333	0.0009931996666666	2.119085013				
1043	Brahy.S05G0301600	0.00066953	0.002547324	0.262836442				
1044	Brahy.S05G0302000	0.0021921358	0.0042627888	0.486333777				
1045	Brahy.S05G0308200	0.0006858994	0.0023834876	0.4986356648				
1046	Brahy.S05G0312200	0.0042433492	0.0057071796	0.733978233				
1047	Brahy.S05G0313300	0.000113408	0.000351339	0.322786425				
1048	Brahy.S05G0314300	0.00936905475	0.01134326225	0.8400682225				
1049	Brahy.S05G0319600	0.00099201075	0.00140574775	0.92973974				
1050	Brahy.S05G0321000	0.005544364	0.00160961	3.444538634				
1051	Brahy.S05G0322200	0.002409146	0.001465719	1.643661045				
1052	Brahy.S05G0324100	0.000751664	0.0012363265	0.7606760115				
1053	Brahy.S05G0325500	0.001310251	0.003106584	0.421765893				
1054	Brahy.S05G0325700	7.84e-05	4.58e-05	1.710165389				
1055	Brahy.S05G0326400	0.0011344673333333	0.0050109263333333	0.2407340673333333				
1056	Brahy.S05G0330400	0.001621074	0.001589727	1.019718503				
1057	Brahy.S06G0000400	0.0006374765	0.0050517765	0.2131469485				
1058	Brahy.S06G0003700	0.002016628	0.002859031	0.705353712				
1059	Brahy.S06G0007000	0.004452461	0.0071904	0.6064045245				
1060	Brahy.S06G0007300	0.022842707	0.012297879	1.857450957				
1061	Brahy.S06G0007600	0.000767047	0.001162175	0.660009695				
1062	Brahy.S06G0008200	0.003036084	0.004014842	0.75621521				
1063	Brahy.S06G0009400	0.00097809	0.0045968	0.212776202				
1064	Brahy.S06G0009500	0.0005191725	0.001599467	0.32422874				
1065	Brahy.S06G0009700	0.007301072	0.0201319035	0.36030486375				
1066	Brahy.S06G0009800	0.0017952715	0.0022451245	1.286155493				
1067	Brahy.S06G0012600	0.0007837215	0.00409507525	0.18311622825				
1068	Brahy.S06G0013900	0.000960184	0.003541524	0.280283098				
1069	Brahy.S06G0014100	0.001287721	0.001768086	0.728313481				
1070	Brahy.S06G0020000	0.000698474	0.001126316	0.620140331				
1071	Brahy.S06G0022500	0.000120339	0.000166442	0.723009282				
1072	Brahy.S06G0025100	0.00187328	0.002049397	0.914064196				
1073	Brahy.S06G0029600	0.0019523515	0.003097396	0.6405653005				
1074	Brahy.S06G0029900	0.00440146275	0.0043238554999999	1.01530970125				
1075	Brahy.S06G0030800	0.00063347	0.000334009	1.896564138				
1076	Brahy.S06G0034400	0.00133433475	0.0010053275	1.07996489875				
1077	Brahy.S06G0035500	0.00234487	0.001535128	1.527475482				
1078	Brahy.S06G0036800	0.000352305	0.000972583	0.362236108				
1079	Brahy.S06G0037000	0.008853894	0.0109979193333333	0.9379209086666666				
1080	Brahy.S06G0042300	0.000722873	0.002541374	0.284441904				
1081	Brahy.S06G0043600	0.001811887	0.00150758	1.201851757				
1082	Brahy.S06G0044400	0.001485807	0.002627893	0.565398595				
1083	Brahy.S06G0045200	0.002083333	0.006896552	0.302083333				
1084	Brahy.S06G0049500	0.000361799	0.001124035	0.321875183				
1085	Brahy.S06G0051400	0.005828439	0.0066468998	0.9165461788				
1086	Brahy.S06G0055100	0.0014881493333333	0.003122517	0.4461215186666666				
1087	Brahy.S06G0056200	0.0013695354	0.0035963782	0.4315087954				
1088	Brahy.S06G0060200	0.002491164	0.004372422	0.569744718				
1089	Brahy.S06G0061800	0.006464728	0.006995217	0.924164003				
1090	Brahy.S06G0063000	0.002623408	0.002192438	1.19657155				
1091	Brahy.S06G0063100	0.000355183	0.00107904	0.329165853				
1092	Brahy.S06G0063700	0.0020869515	0.001763464	1.25907125525				
1093	Brahy.S06G0070700	0.001842255	0.004727335	0.389702604				
1094	Brahy.S06G0080000	0.020843939	0.025539979	0.816129852				
1095	Brahy.S06G0082900	0.002142436	0.002423491	0.884028796				
1096	Brahy.S06G0084900	0.00225264075	0.0041835955	0.5765374875				
1097	Brahy.S06G0085700	0.001011975	0.00284495	0.355709226				
1098	Brahy.S06G0088600	0.0002784295	0.0009931755	0.28297069425				
1099	Brahy.S06G0097600	0.001076298	0.003566733	0.301760039				
1100	Brahy.S06G0099000	8.94e-05	0.000505698	0.176695943				
1101	Brahy.S06G0104000	0.001221614	0.0013517105	1.15669920975				
1102	Brahy.S06G0110800	0.0027232975	0.005259464	0.5719232894999999				
1103	Brahy.S06G0113500	0.0062211	0.006856266	0.907359822				
1104	Brahy.S06G0113600	0.000806021	0.005715639	0.141020277				
1105	Brahy.S06G0114500	0.003100148	0.007089928	0.437260846				
1106	Brahy.S06G0115500	0.003102401	0.002309042	1.343587702				
1107	Brahy.S06G0115600	0.001218924	0.016414243	0.074260128				
1108	Brahy.S06G0124500	0.003732504	0.002797327	1.334311184				
1109	Brahy.S06G0124600	0.002609838	0.0027354	0.954097361				
1110	Brahy.S06G0124800	0.002450768	0.00243452	1.006674089				
1111	Brahy.S06G0128600	0.000258444	0.001365725	0.189235597				
1112	Brahy.S06G0128800	0.000961162	0.001753046	0.548281387				
1113	Brahy.S06G0133300	0.0007363256666666	0.0004866233333333	1.5505255719999995				
1114	Brahy.S06G0136000	0.0002923815	0.0009494645	0.30788185				
1115	Brahy.S06G0139300	0.00185783	0.0020905726666666	0.8551359456666666				
1116	Brahy.S06G0143200	0.000274223	0.000836587	0.327787934				
1117	Brahy.S06G0144700	0.0006633328333333	0.0025338214999999	0.2848917036666666				
1118	Brahy.S06G0153300	0.00112784475	0.00622991525	0.17844731				
1119	Brahy.S06G0166800	9.9579e-05	0.000188571	0.5246411165				
1120	Brahy.S06G0171000	0.000644178	0.0006059895	0.711290273				
1121	Brahy.S06G0179700	0.000503269	0.001114794	0.451445534				
1122	Brahy.S06G0187000	0.00221558	0.004170887	0.531201245				
1123	Brahy.S06G0193100	0.002377038	0.001537611	1.545929368				
1124	Brahy.S06G0194700	0.00176264125	0.00387855475	1.0712634275				
1125	Brahy.S06G0194800	0.00206554025	0.00172542325	1.26664681375				
1126	Brahy.S06G0199300	5.95e-05	0.000166396	0.35785457				
1127	Brahy.S06G0200600	0.001207619	0.002066722	0.584316299				
1128	Brahy.S06G0207700	0.001207283	0.001404386	0.859651337				
1129	Brahy.S06G0210900	0.00183456975	0.00119182825	1.5090675245				
1130	Brahy.S06G0219200	0.000266071	0.000409612	0.649567418				
1131	Brahy.S06G0221200	0.007362702	0.005708464	1.289786926				
1132	Brahy.S06G0222900	0.00121570225	0.00304478	0.40335862125				
1133	Brahy.S06G0226300	0.000930803	0.002054334	0.453092351				
1134	Brahy.S06G0229300	0.001009526	0.00385396	0.261945025				
1135	Brahy.S06G0235000	0.000837399	0.002544878	0.329052626				
1136	Brahy.S06G0235300	0.0141086055	0.00366174875	3.853682097				
1137	Brahy.S06G0237400	0.00429295625	0.00215236375	1.992725667				
1138	Brahy.S06G0239600	0.0059805066666666	0.004647598	1.804807898666667				
1139	Brahy.S06G0241000	0.000128266	0.000121066	1.059476032				
1140	Brahy.S06G0246500	0.000577471	0.001257735	0.459135237				
1141	Brahy.S06G0247400	0.0011810265	0.00597314525	0.1989393185				
1142	Brahy.S06G0247800	6.77e-05	0.000114711	0.58984936				
1143	Brahy.S06G0253300	0.003091724	0.009806373	0.315276981				
1144	Brahy.S06G0254200	0.0002818013333333	0.0007329369999999	0.547627073				
1145	Brahy.S06G0256100	0.006955532	0.007616211	0.913253681				
1146	Brahy.S06G0258600	0.000593042	0.001822157	0.325461255				
1147	Brahy.S06G0260300	0.000392655	0.001272812	0.308494151				
1148	Brahy.S06G0260400	0.0044860135	0.0050076735	0.5399922295				
1149	Brahy.S06G0260600	0.004170142	0.016483516	0.252988602				
1150	Brahy.S06G0264300	0.0026270673333333	0.0047396786666666	1.3988665540000005				
1151	Brahy.S06G0269800	0.0015339785	0.0036212197499999	0.4754249835				
1152	Brahy.S07G0002600	0.001548072	0.00316569	0.489015686				
1153	Brahy.S07G0009300	0.014607096	0.024042032	0.607564939				
1154	Brahy.S07G0009500	0.001739938	0.004340426	0.400868064				
1155	Brahy.S07G0011000	0.00440379025	0.0053253065	0.84982909875				
1156	Brahy.S07G0012900	0.0011070605	0.00365219775	0.31148851475				
1157	Brahy.S07G0015500	5.53e-05	0.000183151	0.301722293				
1158	Brahy.S07G0019900	0.002827335	0.003769853	0.6570037870000001				
1159	Brahy.S07G0022500	0.0001692093333333	0.0001963596666666	0.8672029406666667				
1160	Brahy.S07G0024500	0.0017223944999999	0.00236370325	0.74940654575				
1161	Brahy.S07G0027900	0.001004195	0.005503601	0.182461483				
1162	Brahy.S07G0028000	0.000101874	0.000268174	0.379878261				
1163	Brahy.S07G0028600	0.000923716	0.000762549	1.211353052				
1164	Brahy.S07G0033000	0.002889304	0.001977913	1.460783724				
1165	Brahy.S07G0033200	0.0002318126	0.0009797978	0.4311935615999999				
1166	Brahy.S07G0039500	0.000820546	0.0018085269999999	0.357873394				
1167	Brahy.S07G0039900	0.000192535	0.001814635	0.10610122				
1168	Brahy.S07G0040000	0.0011179565	0.002772391	0.40226955325				
1169	Brahy.S07G0040400	0.001500023	0.00420783425	0.3796389947499999				
1170	Brahy.S07G0040900	0.000116518	0.000306784	0.379805692				
1171	Brahy.S07G0044100	0.000308708	0.000679698	0.52531882				
1172	Brahy.S07G0053000	0.0002274595	0.0003833655	0.7544838635				
1173	Brahy.S07G0068200	0.006105149	0.007686375	0.794282038				
1174	Brahy.S07G0072500	0.000227851	0.00119853	0.190108625				
1175	Brahy.S07G0073400	0.0009277253333333	0.0018046536666666	0.6776520690000001				
1176	Brahy.S07G0080500	0.004704971	0.0052865596	0.5453197292				
1177	Brahy.S07G0082600	0.000810871	0.002292315	0.353734572				
1178	Brahy.S07G0085400	0.0015027615	0.0013695735	1.11796286875				
1179	Brahy.S07G0085900	0.0034561345	0.0028060784999999	1.111525838				
1180	Brahy.S07G0089100	0.001420819	0.0004063535	3.5646407385				
1181	Brahy.S07G0089900	0.001033755	0.003409315	0.303214926				
1182	Brahy.S07G0092800	0.000366677	0.000989044	0.370739182				
1183	Brahy.S07G0094600	0.012276764	0.007953123	1.543640691				
1184	Brahy.S07G0097200	0.005107058	0.004532279	1.126818825				
1185	Brahy.S07G0100900	0.00056818375	0.00044196525	1.803365093				
1186	Brahy.S07G0103500	0.000368013	0.000810061	0.454303458				
1187	Brahy.S07G0108900	0.012838831	0.027405523	0.468476039				
1188	Brahy.S07G0110200	0.002574244	0.0051045759999999	0.537008065				
1189	Brahy.S07G0110700	0.004441504	0.006514385	0.681799508				
1190	Brahy.S07G0112100	0.002602342	0.001194575	2.178467179				
1191	Brahy.S07G0113400	0.00069944	0.001296899	0.539317145				
1192	Brahy.S07G0114500	0.000494256	0.000532071	0.928929159				
1193	Brahy.S07G0114600	0.000285688	0.000188396	1.516426072				
1194	Brahy.S07G0115000	0.0008150405	0.0055478545	0.2035678385				
1195	Brahy.S07G0117000	0.004368634	0.002767393	1.57860975				
1196	Brahy.S07G0148000	0.001044707	0.0028279575	0.5378734975				
1197	Brahy.S07G0151700	0.0002375279999999	0.00346733575	0.07219753225				
1198	Brahy.S07G0160000	0.000263528	0.000425536	0.619286183				
1199	Brahy.S07G0162000	0.000638298	0.000366454	1.7445492985				
1200	Brahy.S07G0162500	0.003423398	0.001938102	1.766365871				
1201	Brahy.S07G0163900	0.0008601415	0.0013001772499999	0.90293896275				
1202	Brahy.S07G0166000	0.001537197	0.01047603	0.146734732				
1203	Brahy.S07G0166500	0.001032062	0.001720415	0.59989113				
1204	Brahy.S07G0166700	0.00421718875	0.00513279575	0.816297469				
1205	Brahy.S07G0176600	0.000697749	0.001424754	0.489732609				
1206	Brahy.S07G0179100	0.0023874725	0.00247858	0.9933151745				
1207	Brahy.S07G0180900	0.000318872	0.000373715	0.853248301				
1208	Brahy.S07G0182900	0.001049991	0.001421268	0.738770927				
1209	Brahy.S07G0194300	0.0016902915	0.0012799635	1.6524053485				
1210	Brahy.S07G0201300	0.002705413	0.005675634	0.476671503				
1211	Brahy.S07G0203600	0.002001678	0.003320723	0.602783781				
1212	Brahy.S07G0205400	0.000155678	0.000480242	0.32416487				
1213	Brahy.S07G0209600	8.77e-05	0.000101067	0.867555629				
1214	Brahy.S07G0213200	0.00061413	8.51e-05	7.215264274				
1215	Brahy.S07G0213500	0.0015543705	0.005112868	0.30842551475				
1216	Brahy.S07G0213800	0.02029979925	0.0144030415	1.41459165275				
1217	Brahy.S07G0214700	0.000475232	0.000661216	0.71872449				
1218	Brahy.S07G0216400	0.000294778	0.002210859	0.133332011				
1219	Brahy.S07G0218600	0.0082042926666666	0.010955973	0.6159479273333334				
1220	Brahy.S07G0219300	0.000372077	0.001738588	0.214011083				
1221	Brahy.S07G0220500	0.002652894	0.002427876	1.092681174				
1222	Brahy.S07G0228000	0.00108802725	0.003054308	0.73178000825				
1223	Brahy.S07G0229000	0.00182327475	0.001180735	1.9435582115				
1224	Brahy.S07G0231400	0.000279776	0.001008434	0.21589563025				
1225	Brahy.S07G0233300	0.000298045	0.0021669	0.113516969				
1226	Brahy.S07G0233400	0.00024673	0.000333937	0.645580862				
1227	Brahy.S07G0235600	0.0021053935	0.0008896325	2.3664560655				
1228	Brahy.S07G0240600	0.001629633	0.002432238	0.670013597				
1229	Brahy.S07G0244400	0.000260259	0.000874301	0.29767602				
1230	Brahy.S07G0246900	0.000451455	0.001653301	0.273062886				
1231	Brahy.S07G0249100	0.00374601025	0.0055901445	0.68943963225				
1232	Brahy.S07G0251000	0.00669367075	0.00496186425	1.35701136025				
1233	Brahy.S07G0252900	0.000815021	0.02487547675	0.03357376425				
1234	Brahy.S07G0256500	0.008968018	0.010458474	0.857488189				
1235	Brahy.S07G0261100	0.0018500313333333	0.003615902	0.5318016360000001				
1236	Brahy.S07G0264100	0.0020681543333333	0.0012593466666666	1.6673588133333332				
1237	Brahy.S07G0270100	0.000188665	0.001311256	0.143881077				
1238	Brahy.S07G0270600	0.0003045543333333	0.0017673903333333	0.2252362276666666				
1239	Brahy.S07G0270800	0.009681133	0.00703468725	1.412111943				
1240	Brahy.S07G0271700	0.002862091	0.001551892	1.844258712				
1241	Brahy.S07G0272300	0.001045233	0.000707003	1.478399472				
1242	Brahy.S08G0000800	0.001257894	0.002133966	0.589463127				
1243	Brahy.S08G0001500	0.0062001555	0.00743741675	0.855911687				
1244	Brahy.S08G0002500	0.0001815249999999	0.000295044	0.701789715				
1245	Brahy.S08G0005700	0.001336584	0.001000834	1.335470664				
1246	Brahy.S08G0007800	0.000443729	0.002263564	0.196031161				
1247	Brahy.S08G0009800	0.001464433	0.000858105	1.706588504				
1248	Brahy.S08G0013200	0.001245816	0.001023505	1.217204824				
1249	Brahy.S08G0013600	0.0031353192	0.0041777334	0.7306288038				
1250	Brahy.S08G0015400	0.021113815	0.036570156	0.577350983				
1251	Brahy.S08G0019500	0.008276566	0.012695108	0.65194921				
1252	Brahy.S08G0020300	0.00583961375	0.0051539097499999	1.13437559775				
1253	Brahy.S08G0021800	0.002793668	0.00428699	0.651661935				
1254	Brahy.S08G0022600	0.000815234	0.000758244	1.075159537				
1255	Brahy.S08G0029700	0.0009396536666666	0.000955257	1.1211315936666666				
1256	Brahy.S08G0030100	0.00316227975	0.0040903735	0.783006073				
1257	Brahy.S08G0032200	0.000350213	0.00213904	0.163724412				
1258	Brahy.S08G0035900	0.0023324555	0.004450343	0.548007593				
1259	Brahy.S08G0037400	0.003091597	0.005218186	0.59246573				
1260	Brahy.S08G0038200	0.0008771535	0.001315254	0.6660941785000001				
1261	Brahy.S08G0039400	0.0005350642	0.0025647916	0.2549382632				
1262	Brahy.S08G0042600	0.002335664	0.012977125	0.179983144				
1263	Brahy.S08G0043000	0.002296844	0.010909595	0.210534265				
1264	Brahy.S08G0047200	0.000190677	0.000640299	0.297793314				
1265	Brahy.S08G0051900	0.012528876	0.0232560055	0.54020572725				
1266	Brahy.S08G0053400	9.41e-05	0.00028772	0.326987923				
1267	Brahy.S08G0054200	0.00218693	0.008993393	0.243170693				
1268	Brahy.S08G0055900	0.000263677	0.000420294	0.627362937				
1269	Brahy.S08G0056500	0.001035852	0.004388505	0.236037438				
1270	Brahy.S08G0058300	0.000194671	0.0013384145	0.137206378				
1271	Brahy.S08G0060400	0.001508692	0.0018593685	0.81594455575				
1272	Brahy.S08G0064900	0.002416506	0.002896313	0.834338505				
1273	Brahy.S08G0073700	0.002225035	0.004063878	0.54751514				
1274	Brahy.S08G0074000	0.000345789	0.001737642	0.1984130255				
1275	Brahy.S08G0078300	0.01884832075	0.0271189485	0.69538120125				
1276	Brahy.S08G0078600	0.000629723	0.002240326	0.281085413				
1277	Brahy.S08G0079800	0.0015027445	0.0021330919999999	0.8803317879999999				
1278	Brahy.S08G0080400	0.000181077	0.0009797675	0.232337812				
1279	Brahy.S08G0080500	0.004027609	0.005920581	0.680272528				
1280	Brahy.S08G0083900	0.0091597542499999	0.0074897695	1.20758244825				
1281	Brahy.S08G0086000	0.000163129	0.0007995266666666	0.205806106				
1282	Brahy.S08G0096600	0.00094304	0.000938174	1.005186722				
1283	Brahy.S08G0101600	0.0009872035	0.001781109	0.5386892455000001				
1284	Brahy.S08G0102900	0.000350594	0.000412473	0.849979926				
1285	Brahy.S08G0104700	0.003557962	0.0056639785	0.629909842				
1286	Brahy.S08G0105000	0.000162381	0.001597017	0.10167742				
1287	Brahy.S08G0107100	0.002033152	0.00397705	0.511220961				
1288	Brahy.S08G0109100	0.001420997	0.002861144	0.496653625				
1289	Brahy.S08G0112100	0.000684718	0.002246732	0.304761905				
1290	Brahy.S08G0115000	0.0010148294999999	0.002147628	0.5618004595				
1291	Brahy.S08G0115500	0.000549829	0.001005667	0.546730882				
1292	Brahy.S08G0118000	0.00283260225	0.00397270825	0.7151294605				
1293	Brahy.S08G0120000	0.004578542	0.011162881	0.410157737				
1294	Brahy.S08G0123000	0.000655764	0.000673649	0.973451258				
1295	Brahy.S08G0128200	0.017655903	0.034168865	0.516724888				
1296	Brahy.S08G0128300	0.002488809	0.005625916	0.442382916				
1297	Brahy.S08G0129600	0.00072819	0.000865654	0.84120196				
1298	Brahy.S08G0132000	0.00386574	0.006201818	0.623323758				
1299	Brahy.S08G0149600	0.000161727	0.000237192	0.681842073				
1300	Brahy.S08G0152800	0.0005830685	0.0019853082499999	0.28787444275				
1301	Brahy.S08G0154000	0.0065888219999999	0.0087462345	1.4850749915				
1302	Brahy.S08G0158500	0.0040785075	0.0046538264999999	1.31625946				
1303	Brahy.S08G0160600	0.0002079282	0.0003599034	0.5867758768				
1304	Brahy.S08G0164600	8.32e-05	0.000516286	0.161074504				
1305	Brahy.S08G0173900	0.000614146	0.000885722	0.7219290625000001				
1306	Brahy.S08G0179200	0.00335168	0.006676765	0.501991652				
1307	Brahy.S08G0183000	0.000596151	0.001648601	0.361610485				
1308	Brahy.S08G0189800	0.002064087	0.001812005	1.139117769				
1309	Brahy.S08G0200100	0.0004461125	0.0007211765	0.612276685				
1310	Brahy.S08G0204700	0.000695508	0.00062516	1.112528724				
1311	Brahy.S08G0218900	0.000467681	0.002416913	0.19350325				
1312	Brahy.S08G0229900	0.003962449	0.003484738	1.137086498				
1313	Brahy.S08G0233700	7.15e-05	0.000245107	0.291554623				
1314	Brahy.S08G0236900	0.0014945209999999	0.004132812	0.3703719686666666				
1315	Brahy.S08G0239700	0.000438123	0.0004199545	1.1677840345				
1316	Brahy.S08G0243000	0.002736192	0.002672172	1.893137362				
1317	Brahy.S08G0244300	0.001337102	0.002216247	0.603318067				
1318	Brahy.S08G0248000	0.000479809	0.000643749	0.745334329				
1319	Brahy.S08G0252900	5.65e-05	0.000403191	0.140050377				
1320	Brahy.S08G0254800	0.0003086635	0.0023755415	0.1539071122499999				
1321	Brahy.S08G0257900	0.00022849	0.000455124	0.502037647				
1322	Brahy.S08G0259300	0.0032282885	0.01004266275	0.321540585				
1323	Brahy.S08G0259700	0.0020968565	0.0020647975	1.03827249125				
1324	Brahy.S08G0261500	6.54e-05	0.001035412	0.063125497				
1325	Brahy.S08G0261900	0.004068874	0.004595105	0.885480196				
1326	Brahy.S08G0262800	0.00322159	0.004601477	0.700120785				
1327	Brahy.S08G0264100	0.0140390534999999	0.017322393	0.826939309				
1328	Brahy.S08G0265900	0.000183564	0.00024514	0.748814153				
1329	Brahy.S08G0266400	0.000760057	0.000762117	0.8724068305				
1330	Brahy.S09G0000700	3.98e-05	0.000474437	0.083838085				
