genotype	aw	slope	species	treat	group	color
 118C	3.322382	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	3.32526	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
 118C	3.32526	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	3.32526	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	3.331008	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	3.331008	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	3.337234	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
143C	3.340702	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126C	3.340715	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114T	3.342475	ES	H.spontaneum	drought	Hs(EST)	EST
147C	3.345335	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	3.353449	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	3.362851	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
35C	3.36529	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	3.36529	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	3.36529	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121C	3.368132	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS8	3.371347	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124T	3.386078	ES	H.spontaneum	drought	Hs(EST)	EST
147C	3.390775	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	3.390775	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT6	3.396706	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
124C	3.411337	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
146C	3.411337	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
122C	3.416069	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123T	3.416069	ES	H.spontaneum	drought	Hs(EST)	EST
142C	3.416925	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126C	3.416938	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS10	3.434066	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	3.435613	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	3.435613	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS8	3.452393	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	3.452393	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	3.452393	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
144C	3.455787	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121C	3.457815	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	3.457815	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	3.46058	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	3.468862	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS4	3.477162	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	3.477162	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
35C	3.482622	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	3.482622	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS8	3.485379	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	3.493577	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
148C	3.499062	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
123C	3.501795	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
149C	3.501795	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	3.501795	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	3.501795	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	3.502074	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	3.520764	AS	T.dicoccoides	drought	Td(AST)	AST
145C	3.521409	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	3.526293	ES	H.spontaneum	drought	Hs(EST)	EST
123C	3.54523	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	3.55043	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
114C	3.556006	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT6	3.563833	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
121T	3.56943	ES	H.spontaneum	drought	Hs(EST)	EST
WS6	3.585174	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	3.585174	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	3.590489	AS	T.dicoccoides	drought	Td(AST)	AST
35C	3.590804	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	3.590804	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	3.590804	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	3.591146	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	3.591146	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	3.595124	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
115C	3.596127	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	3.598786	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114T	3.598786	ES	H.spontaneum	drought	Hs(EST)	EST
WT6	3.601096	AS	T.dicoccoides	drought	Td(AST)	AST
124C	3.601755	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	3.614311	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
126C	3.614987	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	3.619987	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120C	3.619987	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS8	3.624849	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS10	3.626478	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
148C	3.638436	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
122C	3.69064	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120T	3.69064	ES	H.spontaneum	drought	Hs(EST)	EST
142C	3.706176	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT6	3.715776	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS4	3.718342	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	3.718342	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	3.718342	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
123C	3.72418	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122T	3.72418	ES	H.spontaneum	drought	Hs(EST)	EST
WT6	3.731141	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	3.731141	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
124C	3.731824	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119T	3.73444	ES	H.spontaneum	drought	Hs(EST)	EST
122T	3.73444	ES	H.spontaneum	drought	Hs(EST)	EST
147C	3.737	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121T	3.737	ES	H.spontaneum	drought	Hs(EST)	EST
124T	3.739485	ES	H.spontaneum	drought	Hs(EST)	EST
126C	3.739499	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	3.744671	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS9	3.75661	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	3.757298	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	3.76928	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
145C	3.76997	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
119C	3.775199	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	3.777732	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	3.791979	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	3.791979	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	3.791979	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
35C	3.797934	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	3.797934	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	3.797934	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	3.799263	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	3.799516	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
148C	3.805482	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS4	3.819539	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	3.819539	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
126C	3.820253	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	3.825537	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
143C	3.840162	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	3.847606	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	3.855953	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	3.857905	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	3.857905	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	3.857905	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	3.857905	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
122T	3.857905	ES	H.spontaneum	drought	Hs(EST)	EST
WS9	3.866681	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	3.869146	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	3.869146	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
142C	3.869854	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	3.872752	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
 118C	3.875222	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS9	3.876532	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124T	3.877242	ES	H.spontaneum	drought	Hs(EST)	EST
124T	3.877242	ES	H.spontaneum	drought	Hs(EST)	EST
119C	3.882619	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	3.882619	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119T	3.882619	ES	H.spontaneum	drought	Hs(EST)	EST
WT7	3.888811	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	3.888811	AS	T.dicoccoides	drought	Td(AST)	AST
142C	3.889523	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124T	3.889523	ES	H.spontaneum	drought	Hs(EST)	EST
121T	3.897373	ES	H.spontaneum	drought	Hs(EST)	EST
142C	3.89932	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126C	3.906667	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
126C	3.928581	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
124C	3.930993	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
148C	3.934015	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124C	3.955184	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
146C	3.955184	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT6	3.956871	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
119C	3.982346	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	3.985683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS10	3.985884	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
120T	3.991942	ES	H.spontaneum	drought	Hs(EST)	EST
124C	4.005509	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
142C	4.00789	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
120C	4.011065	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
149C	4.011065	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
120C	4.013449	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	4.013449	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
124T	4.015024	ES	H.spontaneum	drought	Hs(EST)	EST
126C	4.015039	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	4.020592	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS6	4.026148	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
146C	4.026885	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
122C	4.03247	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	4.03247	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
143C	4.043432	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
120T	4.070246	ES	H.spontaneum	drought	Hs(EST)	EST
146C	4.081003	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	4.090341	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126C	4.090357	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	4.096015	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS10	4.130026	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	4.142872	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
120C	4.149378	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119T	4.149378	ES	H.spontaneum	drought	Hs(EST)	EST
 118C	4.151682	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
 118C	4.151682	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120C	4.151682	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
126C	4.152844	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	4.158588	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120T	4.158588	ES	H.spontaneum	drought	Hs(EST)	EST
122T	4.170073	ES	H.spontaneum	drought	Hs(EST)	EST
WS9	4.179535	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	4.179535	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS6	4.193202	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	4.193202	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
143C	4.193969	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141C	4.200787	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	4.200787	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35C	4.206613	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114T	4.206613	ES	H.spontaneum	drought	Hs(EST)	EST
WS9	4.224917	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	4.233811	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	4.236187	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	4.236187	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
144C	4.236962	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS8	4.254156	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
119C	4.272046	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
145C	4.281751	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	4.283979	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124T	4.283979	ES	H.spontaneum	drought	Hs(EST)	EST
WS6	4.287645	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
150C	4.28769	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	4.288429	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT6	4.289868	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
144C	4.290653	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
122C	4.294378	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	4.296604	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT7	4.300967	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
35C	4.307721	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT7	4.316458	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
124T	4.317248	ES	H.spontaneum	drought	Hs(EST)	EST
126C	4.317265	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	4.323236	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	4.323236	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	4.323872	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS6	4.325286	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	4.325286	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS6	4.334095	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
142C	4.334888	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124T	4.337088	ES	H.spontaneum	drought	Hs(EST)	EST
35C	4.343103	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
35C	4.343103	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	4.343103	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122T	4.343103	ES	H.spontaneum	drought	Hs(EST)	EST
126C	4.367787	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
142C	4.389554	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124C	4.419872	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	4.421221	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	4.427686	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	4.427686	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	4.427686	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
146C	4.44784	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT7	4.453454	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS6	4.457734	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
35C	4.460447	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	4.460447	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	4.473364	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	4.473501	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS8	4.481201	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	4.496072	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
146C	4.496894	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	4.515945	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WT7	4.555067	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	4.559251	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
144C	4.560086	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121C	4.562219	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
148C	4.562219	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35C	4.583137	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	4.590515	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	4.590515	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
143C	4.591355	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	4.605235	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	4.631872	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
122C	4.637083	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT6	4.642154	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS1	4.658557	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	4.672863	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	4.690017	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	4.697286	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	4.697286	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
120C	4.710757	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT7	4.723601	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
146C	4.724466	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	4.73506	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS4	4.745754	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	4.761801	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	4.761801	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
145C	4.762672	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
147C	4.763257	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	4.770677	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS6	4.787762	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	4.79461	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
146C	4.79461	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS8	4.817543	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	4.823477	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
142C	4.82436	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
123C	4.825107	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	4.840941	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
35C	4.848838	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120C	4.848838	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	4.851074	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	4.894125	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
150C	4.911558	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126C	4.929991	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS10	4.946962	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	4.958002	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	4.958002	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	4.973364	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS8	4.979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	4.979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	4.989592	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	5.006768	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
145C	5.020086	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121C	5.034654	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	5.040022	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
145C	5.040944	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
 118C	5.074395	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT6	5.117002	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
121C	5.117566	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
124C	5.117938	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	5.12631	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	5.131887	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
146C	5.132827	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35C	5.147384	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	5.176288	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
114C	5.184416	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	5.20018	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	5.201132	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
124C	5.228569	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	5.248594	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT7	5.254901	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
150C	5.272232	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
120C	5.284917	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
149C	5.284917	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	5.33512	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141C	5.393798	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
121C	5.395964	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	5.395964	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	5.410126	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
150C	5.410126	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS9	5.426302	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	5.435081	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	5.463079	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	5.497876	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	5.53073	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
145C	5.531742	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS1	5.55138	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	5.59586	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
126C	5.634276	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS8	5.661925	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	5.663609	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
121C	5.677559	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	5.682099	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	5.731217	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
142C	5.749883	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35C	5.752873	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT6	5.762085	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
142C	5.768103	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS10	5.770866	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	5.776103	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS9	5.800021	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	5.814798	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT6	5.827902	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
 118C	5.830495	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS4	5.840976	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	5.863233	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
142C	5.863233	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
WS8	5.93169	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
142C	5.945624	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	5.963246	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	5.991969	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35C	6.00506	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS9	6.077782	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	6.09032	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	6.132446	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
122C	6.13896	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
122C	6.174693	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
124C	6.176959	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	6.215843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
121C	6.225603	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
121C	6.237882	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WT7	6.23881	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
122C	6.308024	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS6	6.32382	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	6.353905	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	6.365899	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	6.365899	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	6.465477	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
124C	6.636999	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
